Ticket1,Ticket2,StandardTemperature,Wind,Humidity_dec,Spring,Summer,Winter,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
74,154,0.539693698,0.22155355039000002,0.8089014,0,0,0,0,0,0,0,0,0
50,155,0.839468566,0.0,0.32161140000000005,0,0,0,0,0,0,0,0,0
2,88,0.1798649208,0.1919668994,0.41906940000000004,0,0,0,0,0,0,0,0,0
10,415,0.149887434,0.10340485045,0.5262732,0,0,0,0,0,0,0,0,0
30,167,0.4347230264,0.16247920042000003,0.7991556,0,0,0,0,0,0,0,0,0
8,78,0.3297523548,0.0,0.40932359999999995,0,0,0,0,0,0,0,0,0
1,3,0.2248806188,0.0,0.6724602000000001,0,0,0,0,0,0,0,0,0
5,93,0.5097162112,0.0,0.97458,0,0,0,0,0,0,0,0,0
2,5,0.6296261584,0.25104124937,0.6724602000000001,0,0,0,0,0,0,0,0,0
22,133,0.5097162112,0.22155355039000002,0.584748,0,0,0,0,0,0,0,0,0
14,22,0.49467799999999995,0.13289254943,0.7504265999999999,0,0,0,0,0,0,0,0,0
6,34,0.5846104604,0.1919668994,0.7114434,0,0,0,0,0,0,0,0,0
42,232,0.5097162112,0.25104124937,0.6237311999999999,0,0,0,0,0,0,0,0,0
73,166,0.7344978944,0.10340485045,0.5750022,0,0,0,0,0,0,0,0,0
3,53,0.2248806188,0.0,0.5750022,0,0,0,0,0,0,0,0,0
12,26,0.4347230264,0.1919668994,0.7991556,0,0,0,0,0,0,0,0,0
5,48,0.299774868,0.22155355039000002,0.9063594,0,0,0,0,0,0,0,0,0
29,103,0.5246554868,0.0,0.5067815999999999,0,0,0,0,0,0,0,0,0
13,281,0.3297523548,0.08866100096000001,0.7894098,0,0,0,0,0,0,0,0,0
85,238,0.6745429208,0.10340485045,0.6432228000000001,0,0,0,0,0,0,0,0,0
15,42,0.4047455396,0.25104124937,0.36059459999999993,0,0,0,0,0,0,0,0,0
7,73,0.4196848152,0.10340485045,0.7504265999999999,0,0,0,0,0,0,0,0,0
9,388,0.4047455396,0.35444609982,0.8478846,0,0,0,0,0,0,0,0,0
96,295,0.6596036452,0.13289254943,0.4677984,0,0,0,0,0,0,0,0,0
42,168,0.7344978944,0.29537174985,0.5750022,0,0,0,0,0,0,0,0,0
52,287,0.6296261584,0.1919668994,0.2338992,0,0,0,0,0,0,0,0,0
62,224,0.5846104604,0.10340485045,0.7601724,0,0,0,0,0,0,0,0,0
64,281,0.49467799999999995,0.28062790035999996,0.5067815999999999,0,0,0,0,0,0,0,0,0
29,246,0.5097162112,0.13289254943,0.6237311999999999,0,0,0,0,0,0,0,0,0
8,151,0.4347230264,0.25104124937,0.5262732,0,0,0,0,0,0,0,0,0
2,5,0.6145879472,0.28062790035999996,0.5165274,0,0,0,0,0,0,0,0,0
42,285,0.5097162112,0.16247920042000003,0.8576304,0,0,0,0,0,0,0,0,0
23,73,0.5097162112,0.13289254943,0.6627144,0,0,0,0,0,0,0,0,0
81,219,0.8843853284000001,0.28062790035999996,0.40932359999999995,0,0,0,0,0,0,0,0,0
182,364,0.5996486716,0.0,0.5944938000000001,0,0,0,0,0,0,0,0,0
5,50,0.2248806188,0.16247920042000003,0.6237311999999999,0,0,0,0,0,0,0,0,0
34,179,0.6296261584,0.22155355039000002,0.3313572,0,0,0,0,0,0,0,0,0
3,43,0.1798649208,0.10340485045,0.4580526,0,0,0,0,0,0,0,0,0
11,93,0.344790566,0.08866100096000001,0.3313572,0,0,0,0,0,0,0,0,0
3,51,0.4047455396,0.1919668994,0.5652564,0,0,0,0,0,0,0,0,0
19,73,0.38970732840000005,0.0,0.7406808000000001,0,0,0,0,0,0,0,0,0
39,118,0.4647005132,0.54641299922,0.4677984,0,0,0,0,0,0,0,0,0
5,80,0.299774868,0.16247920042000003,0.438561,0,0,0,0,0,0,0,0,0
10,164,0.4047455396,0.32495840084000005,0.38983199999999996,0,0,0,0,0,0,0,0,0
80,243,0.6145879472,0.13289254943,0.5165274,0,0,0,0,0,0,0,0,0
17,74,0.2697973812,0.22155355039000002,0.5067815999999999,0,0,0,0,0,0,0,0,0
84,284,0.644565434,0.60548734919,0.2241534,0,0,0,0,0,0,0,0,0
3,40,0.2548581056,0.0,0.5750022,0,0,0,0,0,0,0,0,0
32,638,0.5097162112,0.0,0.6627144,0,0,0,0,0,0,0,0,0
30,137,0.3297523548,0.13289254943,0.7894098,0,0,0,0,0,0,0,0,0
47,106,0.449662302,0.22155355039000002,0.7016975999999999,0,0,0,0,0,0,0,0,0
25,52,0.5846104604,0.10340485045,0.6724602000000001,0,0,0,0,0,0,0,0,0
148,244,0.7195586187999999,0.29537174985,0.4483068,0,0,0,0,0,0,0,0,0
26,124,0.689581132,0.1919668994,0.7699181999999999,0,0,0,0,0,0,0,0,0
92,210,0.4196848152,0.1919668994,0.37034040000000007,0,0,0,0,0,0,0,0,0
2,5,0.449662302,0.10340485045,0.8576304,0,0,0,0,0,0,0,0,0
47,121,0.49467799999999995,0.28062790035999996,0.4677984,0,0,0,0,0,0,0,0,0
137,197,0.6596036452,0.10340485045,0.4677984,0,0,0,0,0,0,0,0,0
2,14,0.539693698,0.10340485045,0.7114434,0,0,0,0,0,0,0,0,0
38,223,0.5097162112,0.0,0.31186559999999997,0,0,0,0,0,0,0,0,0
49,620,0.689581132,0.10340485045,0.6432228000000001,0,0,0,0,0,0,0,0,0
41,371,0.7045204076,0.13289254943,0.7211891999999999,0,0,0,0,0,0,0,0,0
2,32,0.2548581056,0.0,0.6724602000000001,0,0,0,0,0,0,0,0,0
1,27,0.0749931848,0.25104124937,0.5165274,0,0,0,0,0,0,0,0,0
69,165,0.6145879472,0.28062790035999996,0.35084879999999996,0,0,0,0,0,0,0,0,0
37,123,0.644565434,0.5169253002399999,0.5652564,0,0,0,0,0,0,0,0,0
99,269,0.7795135924,0.29537174985,0.4288152,0,0,0,0,0,0,0,0,0
2,2,0.3597298416,0.0,0.5944938000000001,0,0,0,0,0,0,0,0,0
21,135,0.49467799999999995,0.0,0.7016975999999999,0,0,0,0,0,0,0,0,0
63,221,0.6145879472,0.44310710078000004,0.3995778,0,0,0,0,0,0,0,0,0
1,2,0.5696711848,0.1919668994,0.8089014,0,0,0,0,0,0,0,0,0
8,219,0.2098424076,0.38403275081,0.5067815999999999,0,0,0,0,0,0,0,0,0
233,245,0.5996486716,0.32495840084000005,0.18517020000000003,0,0,0,0,0,0,0,0,0
11,48,0.5246554868,0.28062790035999996,0.8089014,0,0,0,0,0,0,0,0,0
50,165,0.7195586187999999,0.28062790035999996,0.6822060000000001,0,0,0,0,0,0,0,0,0
2,5,0.5097162112,0.16247920042000003,0.8576304,0,0,0,0,0,0,0,0,0
1,3,0.1349481584,0.29537174985,0.48729,0,0,0,0,0,0,0,0,0
103,668,0.6145879472,0.32495840084000005,0.5165274,0,0,0,0,0,0,0,0,0
23,125,0.8094910792,0.1919668994,0.48729,0,0,0,0,0,0,0,0,0
65,156,0.5097162112,0.28062790035999996,0.7114434,0,0,0,0,0,0,0,0,0
1,2,0.2848355924,0.5169253002399999,0.4483068,0,0,0,0,0,0,0,0,0
41,126,0.3297523548,0.28062790035999996,0.38983199999999996,0,0,0,0,0,0,0,0,0
90,244,0.5246554868,0.25104124937,0.584748,0,0,0,0,0,0,0,0,0
18,19,0.5846104604,0.16247920042000003,0.7114434,0,0,0,0,0,0,0,0,0
9,80,0.689581132,0.25104124937,0.6822060000000001,0,0,0,0,0,0,0,0,0
8,44,0.2098424076,0.28062790035999996,0.8478846,0,0,0,0,0,0,0,0,0
3,51,0.149887434,0.32495840084000005,0.41906940000000004,0,0,0,0,0,0,0,0,0
1,11,0.6145879472,0.10340485045,0.7211891999999999,0,0,0,0,0,0,0,0,0
11,77,0.38970732840000005,0.67940450066,0.36059459999999993,0,0,0,0,0,0,0,0,0
76,481,0.539693698,0.13289254943,0.7114434,0,0,0,0,0,0,0,0,0
104,385,0.6596036452,0.28062790035999996,0.32161140000000005,0,0,0,0,0,0,0,0,0
15,122,0.4647005132,0.1919668994,0.7991556,0,0,0,0,0,0,0,0,0
21,76,0.6145879472,0.16247920042000003,0.48729,0,0,0,0,0,0,0,0,0
4,38,0.0299774868,0.25104124937,0.3995778,0,0,0,0,0,0,0,0,0
74,155,0.6745429208,0.0,0.6432228000000001,0,0,0,0,0,0,0,0,0
6,26,0.4196848152,0.22155355039000002,0.9161052,0,0,0,0,0,0,0,0,0
8,75,0.299774868,0.32495840084000005,0.5944938000000001,0,0,0,0,0,0,0,0,0
6,238,0.4196848152,0.0,0.9161052,0,0,0,0,0,0,0,0,0
54,112,0.5097162112,0.16247920042000003,0.8576304,0,0,0,0,0,0,0,0,0
1,5,0.6145879472,0.1919668994,0.7211891999999999,0,0,0,0,0,0,0,0,0
27,146,0.6145879472,0.0,0.34110300000000005,0,0,0,0,0,0,0,0,0
10,8,0.4347230264,0.13289254943,0.7504265999999999,0,0,0,0,0,0,0,0,0
2,11,0.3148130792,0.10340485045,0.5944938000000001,0,0,0,0,0,0,0,0,0
1,37,0.344790566,0.13289254943,0.7894098,0,0,0,0,0,0,0,0,0
1,6,0.4196848152,0.44310710078000004,0.97458,0,0,0,0,0,0,0,0,0
22,482,0.6596036452,0.13289254943,0.7211891999999999,0,0,0,0,0,0,0,0,0
56,99,0.4796397888,0.5759996502100001,0.35084879999999996,0,0,0,0,0,0,0,0,0
22,299,0.5097162112,0.16247920042000003,0.6627144,0,0,0,0,0,0,0,0,0
15,126,0.449662302,0.16247920042000003,0.9161052,0,0,0,0,0,0,0,0,0
19,45,0.4196848152,0.22155355039000002,0.97458,0,0,0,0,0,0,0,0,0
47,158,0.5246554868,0.29537174985,0.20466179999999998,0,0,0,0,0,0,0,0,0
2,57,0.2248806188,0.29537174985,0.4677984,0,0,0,0,0,0,0,0,0
89,553,0.7045204076,0.29537174985,0.6042396,0,0,0,0,0,0,0,0,0
3,10,0.5246554868,0.25104124937,0.9161052,0,0,0,0,0,0,0,0,0
8,11,0.6145879472,0.13289254943,0.7211891999999999,0,0,0,0,0,0,0,0,0
4,63,0.49467799999999995,0.29537174985,0.9161052,0,0,0,0,0,0,0,0,0
24,126,0.5246554868,0.0,0.9161052,0,0,0,0,0,0,0,0,0
11,103,0.299774868,0.32495840084000005,0.7406808000000001,0,0,0,0,0,0,0,0,0
1,6,0.4196848152,0.08866100096000001,0.8576304,0,0,0,0,0,0,0,0,0
7,54,0.149887434,0.16247920042000003,0.6139854,0,0,0,0,0,0,0,0,0
1,15,0.2248806188,0.38403275081,0.3995778,0,0,0,0,0,0,0,0,0
138,448,0.7045204076,0.22155355039000002,0.5067815999999999,0,0,0,0,0,0,0,0,0
39,187,0.5846104604,0.1919668994,0.7601724,0,0,0,0,0,0,0,0,0
30,177,0.49467799999999995,0.10340485045,0.4677984,0,0,0,0,0,0,0,0,0
24,83,0.449662302,0.0,0.7991556,0,0,0,0,0,0,0,0,0
11,53,0.2697973812,0.0,0.9063594,0,0,0,0,0,0,0,0,0
204,400,0.7195586187999999,0.1919668994,0.41906940000000004,0,0,0,0,0,0,0,0,0
17,34,0.4796397888,0.08866100096000001,0.5750022,0,0,0,0,0,0,0,0,0
12,185,0.19490313199999998,0.16247920042000003,0.9063594,0,0,0,0,0,0,0,0,0
57,221,0.5996486716,0.1919668994,0.6237311999999999,0,0,0,0,0,0,0,0,0
3,9,0.5097162112,0.08866100096000001,0.97458,0,0,0,0,0,0,0,0,0
2,8,0.2248806188,0.13289254943,0.7309350000000001,0,0,0,0,0,0,0,0,0
14,12,0.299774868,0.38403275081,0.5944938000000001,0,0,0,0,0,0,0,0,0
20,182,0.5246554868,0.16247920042000003,0.6627144,0,0,0,0,0,0,0,0,0
1,11,0.2548581056,0.08866100096000001,0.7309350000000001,0,0,0,0,0,0,0,0,0
116,298,0.4647005132,0.29537174985,0.2241534,0,0,0,0,0,0,0,0,0
118,288,0.7644753812,0.25104124937,0.292374,0,0,0,0,0,0,0,0,0
19,38,0.4047455396,0.64981784967,0.15593279999999998,0,0,0,0,0,0,0,0,0
4,8,0.4196848152,0.13289254943,0.9161052,0,0,0,0,0,0,0,0,0
56,101,0.5696711848,0.0,0.8089014,0,0,0,0,0,0,0,0,0
44,91,0.3297523548,0.13289254943,0.8478846,0,0,0,0,0,0,0,0,0
13,82,0.689581132,0.13289254943,0.6822060000000001,0,0,0,0,0,0,0,0,0
10,51,0.19490313199999998,0.25104124937,0.36059459999999993,0,0,0,0,0,0,0,0,0
15,103,0.344790566,0.0,0.40932359999999995,0,0,0,0,0,0,0,0,0
101,692,0.6596036452,0.44310710078000004,0.2631366,0,0,0,0,0,0,0,0,0
2,18,0.4047455396,0.28062790035999996,0.6042396,0,0,0,0,0,0,0,0,0
1,8,0.5846104604,0.13289254943,0.7601724,0,0,0,0,0,0,0,0,0
16,40,0.6145879472,0.16247920042000003,0.48729,0,0,0,0,0,0,0,0,0
6,20,0.2697973812,0.13289254943,0.5457648,0,0,0,0,0,0,0,0,0
3,44,0.1349481584,0.22155355039000002,0.4483068,0,0,0,0,0,0,0,0,0
25,90,0.4196848152,0.16247920042000003,0.5262732,0,0,0,0,0,0,0,0,0
4,26,0.2398198944,0.28062790035999996,0.37034040000000007,0,0,0,0,0,0,0,0,0
1,22,0.2848355924,0.22155355039000002,0.5944938000000001,0,0,0,0,0,0,0,0,0
56,344,0.6145879472,0.28062790035999996,0.6724602000000001,0,0,0,0,0,0,0,0,0
75,452,0.644565434,0.38403275081,0.2144076,0,0,0,0,0,0,0,0,0
37,273,0.539693698,0.25104124937,0.8089014,0,0,0,0,0,0,0,0,0
45,330,0.6596036452,0.22155355039000002,0.4677984,0,0,0,0,0,0,0,0,0
1,6,0.5546329736,0.13289254943,0.8576304,0,0,0,0,0,0,0,0,0
1,2,0.2548581056,0.22155355039000002,0.584748,0,0,0,0,0,0,0,0,0
42,162,0.7644753812,0.22155355039000002,0.4580526,0,0,0,0,0,0,0,0,0
13,179,0.344790566,0.10340485045,0.4483068,0,0,0,0,0,0,0,0,0
19,319,0.644565434,0.22155355039000002,0.5262732,0,0,0,0,0,0,0,0,0
40,121,0.6296261584,0.13289254943,0.6334770000000001,0,0,0,0,0,0,0,0,0
3,48,0.1199099472,0.5169253002399999,0.38983199999999996,0,0,0,0,0,0,0,0,0
4,218,0.149887434,0.13289254943,0.7211891999999999,0,0,0,0,0,0,0,0,0
105,797,0.644565434,0.41352044979,0.2728824,0,0,0,0,0,0,0,0,0
63,362,0.5097162112,0.28062790035999996,0.3800862,0,0,0,0,0,0,0,0,0
69,476,0.689581132,0.1919668994,0.41906940000000004,0,0,0,0,0,0,0,0,0
7,122,0.449662302,0.22155355039000002,0.97458,0,0,0,0,0,0,0,0,0
14,78,0.2848355924,0.25104124937,0.6822060000000001,0,0,0,0,0,0,0,0,0
7,6,0.449662302,0.38403275081,0.6139854,0,0,0,0,0,0,0,0,0
36,91,0.4796397888,0.0,0.243645,0,0,0,0,0,0,0,0,0
8,112,0.2548581056,0.32495840084000005,0.2728824,0,0,0,0,0,0,0,0,0
1,10,0.2848355924,0.08866100096000001,0.6334770000000001,0,0,0,0,0,0,0,0,0
12,377,0.2697973812,0.29537174985,0.438561,0,0,0,0,0,0,0,0,0
1,32,0.1199099472,0.29537174985,0.48729,0,0,0,0,0,0,0,0,0
53,273,0.449662302,0.28062790035999996,0.2728824,0,0,0,0,0,0,0,0,0
2,4,0.4196848152,0.0,0.7504265999999999,0,0,0,0,0,0,0,0,0
48,217,0.449662302,0.38403275081,0.6529685999999999,0,0,0,0,0,0,0,0,0
30,105,0.5996486716,0.1919668994,0.7601724,0,0,0,0,0,0,0,0,0
13,297,0.6145879472,0.08866100096000001,0.6334770000000001,0,0,0,0,0,0,0,0,0
4,18,0.6296261584,0.0,0.8673761999999999,0,0,0,0,0,0,0,0,0
9,91,0.2697973812,0.13289254943,0.584748,0,0,0,0,0,0,0,0,0
7,61,0.2848355924,0.10340485045,0.5457648,0,0,0,0,0,0,0,0,0
6,48,0.2098424076,0.28062790035999996,0.2631366,0,0,0,0,0,0,0,0,0
17,39,0.539693698,0.0,0.584748,0,0,0,0,0,0,0,0,0
2,2,0.2697973812,0.13289254943,0.5067815999999999,0,0,0,0,0,0,0,0,0
1,7,0.1798649208,0.13289254943,0.536019,0,0,0,0,0,0,0,0,0
5,84,0.299774868,0.13289254943,0.6334770000000001,0,0,0,0,0,0,0,0,0
22,396,0.6145879472,0.44310710078000004,0.38983199999999996,0,0,0,0,0,0,0,0,0
291,246,0.7045204076,0.28062790035999996,0.5067815999999999,0,0,0,0,0,0,0,0,0
198,285,0.6145879472,0.22155355039000002,0.34110300000000005,0,0,0,0,0,0,0,0,0
8,56,0.2848355924,0.1919668994,0.2728824,0,0,0,0,0,0,0,0,0
126,192,0.5996486716,0.1919668994,0.6724602000000001,0,0,0,0,0,0,0,0,0
35,460,0.6145879472,0.13289254943,0.5555106,0,0,0,0,0,0,0,0,0
16,332,0.3148130792,0.25104124937,0.5165274,0,0,0,0,0,0,0,0,0
32,193,0.6145879472,0.25104124937,0.3021198,0,0,0,0,0,0,0,0,0
23,76,0.449662302,0.08866100096000001,0.6139854,0,0,0,0,0,0,0,0,0
12,33,0.7344978944,0.16247920042000003,0.47754420000000003,0,0,0,0,0,0,0,0,0
46,148,0.6745429208,0.29537174985,0.4677984,0,0,0,0,0,0,0,0,0
6,36,0.449662302,0.08866100096000001,0.8576304,0,0,0,0,0,0,0,0,0
31,221,0.5996486716,0.16247920042000003,0.8089014,0,0,0,0,0,0,0,0,0
6,39,0.1798649208,0.13289254943,0.6237311999999999,0,0,0,0,0,0,0,0,0
63,430,0.49467799999999995,0.16247920042000003,0.8576304,0,0,0,0,0,0,0,0,0
69,176,0.5246554868,0.0,0.7601724,0,0,0,0,0,0,0,0,0
4,8,0.19490313199999998,0.0,0.7796639999999999,0,0,0,0,0,0,0,0,0
30,58,0.4047455396,0.13289254943,0.97458,0,0,0,0,0,0,0,0,0
6,15,0.6145879472,0.0,0.6724602000000001,0,0,0,0,0,0,0,0,0
79,143,0.7195586187999999,0.1919668994,0.536019,0,0,0,0,0,0,0,0,0
42,665,0.644565434,0.16247920042000003,0.6822060000000001,0,0,0,0,0,0,0,0,0
33,105,0.7944528679999999,0.22155355039000002,0.4580526,0,0,0,0,0,0,0,0,0
109,524,0.689581132,0.1919668994,0.4483068,0,0,0,0,0,0,0,0,0
98,190,0.6145879472,0.22155355039000002,0.5555106,0,0,0,0,0,0,0,0,0
10,16,0.6145879472,0.16247920042000003,0.7211891999999999,0,0,0,0,0,0,0,0,0
20,56,0.3297523548,0.16247920042000003,0.7894098,0,0,0,0,0,0,0,0,0
5,79,0.4047455396,0.28062790035999996,0.5262732,0,0,0,0,0,0,0,0,0
49,134,0.5996486716,0.22155355039000002,0.6724602000000001,0,0,0,0,0,0,0,0,0
3,6,0.2398198944,0.16247920042000003,0.584748,0,0,0,0,0,0,0,0,0
76,160,0.4796397888,0.1919668994,0.19491599999999998,0,0,0,0,0,0,0,0,0
8,189,0.539693698,0.13289254943,0.9161052,0,0,0,0,0,0,0,0,0
1,2,0.19490313199999998,0.16247920042000003,0.536019,0,0,0,0,0,0,0,0,0
43,222,0.644565434,0.08866100096000001,0.40932359999999995,0,0,0,0,0,0,0,0,0
4,110,0.2548581056,0.08866100096000001,0.536019,0,0,0,0,0,0,0,0,0
6,52,0.3297523548,0.41352044979,0.6139854,0,0,0,0,0,0,0,0,0
28,354,0.644565434,0.0,0.5262732,0,0,0,0,0,0,0,0,0
8,73,0.1199099472,0.5169253002399999,0.41906940000000004,0,0,0,0,0,0,0,0,0
169,225,0.6745429208,0.16247920042000003,0.536019,0,0,0,0,0,0,0,0,0
24,113,0.4647005132,0.08866100096000001,0.8576304,0,0,0,0,0,0,0,0,0
60,181,0.6145879472,0.35444609982,0.48729,0,0,0,0,0,0,0,0,0
37,124,0.7045204076,0.29537174985,0.3995778,0,0,0,0,0,0,0,0,0
26,138,0.539693698,0.0,0.5457648,0,0,0,0,0,0,0,0,0
6,7,0.5097162112,0.08866100096000001,0.9161052,0,0,0,0,0,0,0,0,0
1,4,0.1349481584,0.28062790035999996,0.4580526,0,0,0,0,0,0,0,0,0
14,38,0.689581132,0.0,0.6822060000000001,0,0,0,0,0,0,0,0,0
44,129,0.5846104604,0.25104124937,0.7114434,0,0,0,0,0,0,0,0,0
9,58,0.5546329736,0.10340485045,0.9161052,0,0,0,0,0,0,0,0,0
18,66,0.4047455396,0.1919668994,0.7406808000000001,0,0,0,0,0,0,0,0,0
1,18,0.5246554868,0.16247920042000003,0.9161052,0,0,0,0,0,0,0,0,0
1,9,0.1649256452,0.28062790035999996,0.6237311999999999,0,0,0,0,0,0,0,0,0
96,461,0.644565434,0.22155355039000002,0.292374,0,0,0,0,0,0,0,0,0
1,37,0.1649256452,0.10340485045,0.6139854,0,0,0,0,0,0,0,0,0
25,104,0.5996486716,0.1919668994,0.6334770000000001,0,0,0,0,0,0,0,0,0
5,117,0.2248806188,0.38403275081,0.36059459999999993,0,0,0,0,0,0,0,0,0
27,74,0.7344978944,0.25104124937,0.7309350000000001,0,0,0,0,0,0,0,0,0
3,27,0.4796397888,0.1919668994,0.7504265999999999,0,0,0,0,0,0,0,0,0
83,103,0.7344978944,0.10340485045,0.7309350000000001,0,0,0,0,0,0,0,0,0
2,93,0.299774868,0.22155355039000002,0.9063594,0,0,0,0,0,0,0,0,0
121,226,0.5246554868,0.25104124937,0.18517020000000003,0,0,0,0,0,0,0,0,0
13,252,0.5996486716,0.08866100096000001,0.8089014,0,0,0,0,0,0,0,0,0
16,47,0.689581132,0.08866100096000001,0.7699181999999999,0,0,0,0,0,0,0,0,0
23,122,0.5996486716,0.0,0.5944938000000001,0,0,0,0,0,0,0,0,0
64,506,0.5246554868,0.13289254943,0.5067815999999999,0,0,0,0,0,0,0,0,0
1,25,0.149887434,0.13289254943,0.48729,0,0,0,0,0,0,0,0,0
2,70,0.299774868,0.32495840084000005,0.9063594,0,0,0,0,0,0,0,0,0
6,113,0.4347230264,0.10340485045,0.7991556,0,0,0,0,0,0,0,0,0
1,6,0.4047455396,0.22155355039000002,0.7991556,0,0,0,0,0,0,0,0,0
5,36,0.4796397888,0.13289254943,0.8576304,0,0,0,0,0,0,0,0,0
80,203,0.6596036452,0.0,0.32161140000000005,0,0,0,0,0,0,0,0,0
1,4,0.344790566,0.13289254943,0.7406808000000001,0,0,0,0,0,0,0,0,0
2,12,0.3148130792,0.10340485045,0.9063594,0,0,0,0,0,0,0,0,0
36,200,0.5996486716,0.35444609982,0.7114434,0,0,0,0,0,0,0,0,0
84,171,0.6745429208,0.16247920042000003,0.6042396,0,0,0,0,0,0,0,0,0
48,77,0.4347230264,0.5759996502100001,0.15593279999999998,0,0,0,0,0,0,0,0,0
182,178,0.7344978944,0.84178474907,0.47754420000000003,0,0,0,0,0,0,0,0,0
42,319,0.6296261584,0.16247920042000003,0.4288152,0,0,0,0,0,0,0,0,0
121,148,0.4347230264,0.29537174985,0.5262732,0,0,0,0,0,0,0,0,0
3,76,0.1199099472,0.22155355039000002,0.48729,0,0,0,0,0,0,0,0,0
32,88,0.6596036452,0.13289254943,0.7699181999999999,0,0,0,0,0,0,0,0,0
92,383,0.6145879472,0.1919668994,0.41906940000000004,0,0,0,0,0,0,0,0,0
144,236,0.6145879472,0.16247920042000003,0.34110300000000005,0,0,0,0,0,0,0,0,0
5,18,0.3597298416,0.10340485045,0.7406808000000001,0,0,0,0,0,0,0,0,0
14,60,0.6296261584,0.08866100096000001,0.7211891999999999,0,0,0,0,0,0,0,0,0
6,25,0.3297523548,0.1919668994,0.7406808000000001,0,0,0,0,0,0,0,0,0
63,129,0.49467799999999995,0.1919668994,0.7504265999999999,0,0,0,0,0,0,0,0,0
6,10,0.5996486716,0.25104124937,0.6237311999999999,0,0,0,0,0,0,0,0,0
29,319,0.4796397888,0.13289254943,0.9063594,0,0,0,0,0,0,0,0,0
5,23,0.4196848152,0.32495840084000005,0.7991556,0,0,0,0,0,0,0,0,0
