,TimeStamp,StandardTemperature,Humidity,Wind,Ticket1,Ticket2,Time,Date,Day,Weekend,Season,quarters
14,2068-08-13 00:00:00,0.689581132,76.99182,0.0,10,25,00:00:00,2068-08-13,Monday,0,Summer,q3
15,2067-07-31 16:00:00,0.839468566,40.93236,0.25104124937,63,188,16:00:00,2067-07-31,Sunday,1,Summer,q3
16,2067-03-19 04:00:00,0.2248806188,63.3477,0.25104124937,1,2,04:00:00,2067-03-19,Saturday,1,Spring,q1
17,2067-05-13 05:00:00,0.344790566,78.94098,0.10340485045,1,17,05:00:00,2067-05-13,Friday,0,Spring,q2
18,2068-04-11 18:00:00,0.6145879472,39.95778,0.25104124937,114,647,18:00:00,2068-04-11,Wednesday,0,Spring,q2
19,2068-06-09 16:00:00,0.6145879472,37.03404,0.25104124937,276,370,16:00:00,2068-06-09,Saturday,1,Summer,q2
20,2068-03-22 11:00:00,0.5246554868,58.4748,0.13289254943,61,152,11:00:00,2068-03-22,Thursday,0,Spring,q1
21,2067-12-22 18:00:00,0.494678,57.50022,0.29537174985,15,364,18:00:00,2067-12-22,Thursday,0,Winter,q4
22,2068-04-19 09:00:00,0.3297523548,55.55106,0.35444609982,17,272,09:00:00,2068-04-19,Thursday,0,Spring,q2
23,2067-08-23 20:00:00,0.6596036452,49.70358,0.0,49,233,20:00:00,2067-08-23,Tuesday,0,Summer,q3
24,2067-07-09 15:00:00,0.7195586188,18.51702,0.16247920042,169,164,15:00:00,2067-07-09,Saturday,1,Summer,q3
25,2068-02-04 12:00:00,0.2848355924,59.44938,0.28062790036,71,245,12:00:00,2068-02-04,Saturday,1,Winter,q1
26,2068-04-15 13:00:00,0.539693698,22.41534,0.16247920042,230,255,13:00:00,2068-04-15,Sunday,1,Spring,q2
27,2067-09-18 00:00:01,0.5546329736,85.76304,0.0,30,80,00:00:01,2067-09-18,Sunday,1,Fall,q3
28,2067-08-24 04:00:01,0.5996486716,71.14434,0.0,1,6,04:00:01,2067-08-24,Wednesday,0,Summer,q3
29,2067-04-30 05:00:01,0.3597298416,97.458,0.0,2,7,05:00:01,2067-04-30,Saturday,1,Spring,q2
30,2067-12-08 11:00:01,0.3148130792,47.75442,0.25104124937,8,96,11:00:01,2067-12-08,Thursday,0,Winter,q4
31,2067-06-01 09:00:01,0.6296261584,63.3477,0.08866100096,28,208,09:00:01,2067-06-01,Wednesday,0,Summer,q2
32,2068-06-06 12:00:01,0.644565434,52.62732,0.0,34,221,12:00:01,2068-06-06,Wednesday,0,Summer,q2
33,2068-04-17 05:00:01,0.3297523548,69.19518,0.13289254943,1,25,05:00:01,2068-04-17,Tuesday,0,Spring,q2
34,2068-07-26 02:00:01,0.6745429208,68.2206,0.1919668994,1,8,02:00:01,2068-07-26,Thursday,0,Summer,q3
35,2068-08-15 20:00:01,0.689581132,64.32228,0.1919668994,77,425,20:00:01,2068-08-15,Wednesday,0,Summer,q3
36,2068-05-10 14:00:01,0.5996486716,63.3477,0.1919668994,34,172,14:00:01,2068-05-10,Thursday,0,Spring,q2
37,2067-09-09 02:00:01,0.5846104604,71.14434,0.10340485045,10,12,02:00:01,2067-09-09,Friday,0,Fall,q3
38,2068-03-28 04:00:01,0.4796397888,85.76304,0.13289254943,1,5,04:00:01,2068-03-28,Wednesday,0,Spring,q1
39,2067-04-10 17:00:01,0.449662302,27.28824,0.13289254943,149,127,17:00:01,2067-04-10,Sunday,1,Spring,q2
40,2068-02-20 20:00:01,0.299774868,40.93236,0.16247920042,5,211,20:00:01,2068-02-20,Monday,0,Winter,q1
41,2067-05-17 18:00:01,0.6145879472,28.26282,0.13289254943,71,481,18:00:01,2067-05-17,Tuesday,0,Spring,q2
42,2067-05-22 10:00:01,0.539693698,80.89014,0.22155355039,74,154,10:00:01,2067-05-22,Sunday,1,Spring,q2
43,2068-07-25 13:00:01,0.839468566,32.16114,0.0,50,155,13:00:01,2068-07-25,Wednesday,0,Summer,q3
44,2067-01-12 07:00:01,0.1798649208,41.90694,0.1919668994,2,88,07:00:01,2067-01-12,Wednesday,0,Winter,q1
45,2068-01-26 08:00:01,0.149887434,52.62732,0.10340485045,10,415,08:00:01,2068-01-26,Thursday,0,Winter,q1
46,2067-10-31 09:00:01,0.4347230264,79.91556,0.16247920042,30,167,09:00:01,2067-10-31,Monday,0,Fall,q4
47,2067-01-27 12:00:01,0.3297523548,40.93236,0.0,8,78,12:00:01,2067-01-27,Thursday,0,Winter,q1
48,2067-02-08 02:00:01,0.2248806188,67.24602,0.0,1,3,02:00:01,2067-02-08,Tuesday,0,Winter,q1
49,2067-05-30 06:00:01,0.5097162112,97.458,0.0,5,93,06:00:01,2067-05-30,Monday,0,Spring,q2
50,2068-07-02 03:00:01,0.6296261584,67.24602,0.25104124937,2,5,03:00:01,2068-07-02,Monday,0,Summer,q3
51,2067-11-22 13:00:01,0.5097162112,58.4748,0.22155355039,22,133,13:00:01,2067-11-22,Tuesday,0,Fall,q4
52,2068-05-14 00:00:01,0.494678,75.04266,0.13289254943,14,22,00:00:01,2068-05-14,Monday,0,Spring,q2
53,2067-09-10 07:00:01,0.5846104604,71.14434,0.1919668994,6,34,07:00:01,2067-09-10,Saturday,1,Fall,q3
54,2067-03-28 17:00:01,0.5097162112,62.37312,0.25104124937,42,232,17:00:01,2067-03-28,Monday,0,Spring,q1
55,2067-09-02 13:00:01,0.7344978944,57.50022,0.10340485045,73,166,13:00:01,2067-09-02,Friday,0,Fall,q3
56,2067-02-07 13:00:01,0.2248806188,57.50022,0.0,3,53,13:00:01,2067-02-07,Monday,0,Winter,q1
57,2067-09-25 03:00:01,0.4347230264,79.91556,0.1919668994,12,26,03:00:01,2067-09-25,Sunday,1,Fall,q3
58,2067-04-29 18:00:01,0.299774868,90.63594,0.22155355039,5,48,18:00:01,2067-04-29,Friday,0,Spring,q2
59,2068-05-27 01:00:01,0.5246554868,50.67816,0.0,29,103,01:00:01,2068-05-27,Sunday,1,Spring,q2
60,2067-11-10 07:00:01,0.3297523548,78.94098,0.08866100096,13,281,07:00:01,2067-11-10,Thursday,0,Fall,q4
61,2068-06-01 12:00:01,0.6745429208,64.32228,0.10340485045,85,238,12:00:01,2068-06-01,Friday,0,Summer,q2
62,2068-04-20 00:00:01,0.4047455396,36.05946,0.25104124937,15,42,00:00:01,2068-04-20,Friday,0,Spring,q2
63,2068-02-09 10:00:01,0.4196848152,75.04266,0.10340485045,7,73,10:00:01,2068-02-09,Thursday,0,Winter,q1
64,2067-11-11 08:00:01,0.4047455396,84.78846,0.35444609982,9,388,08:00:01,2067-11-11,Friday,0,Fall,q4
65,2068-07-20 20:00:01,0.6596036452,46.77984,0.13289254943,96,295,20:00:01,2068-07-20,Friday,0,Summer,q3
66,2067-07-18 09:00:01,0.7344978944,57.50022,0.29537174985,42,168,09:00:01,2067-07-18,Monday,0,Summer,q3
67,2067-06-09 20:00:01,0.6296261584,23.38992,0.1919668994,52,287,20:00:01,2067-06-09,Thursday,0,Summer,q2
68,2068-05-12 09:00:01,0.5846104604,76.01724,0.10340485045,62,224,09:00:01,2068-05-12,Saturday,1,Spring,q2
69,2067-04-14 17:00:01,0.494678,50.67816,0.28062790036,64,281,17:00:01,2067-04-14,Thursday,0,Spring,q2
70,2067-05-18 20:00:01,0.5097162112,62.37312,0.13289254943,29,246,20:00:01,2067-05-18,Wednesday,0,Spring,q2
71,2067-04-11 07:00:01,0.4347230264,52.62732,0.25104124937,8,151,07:00:01,2067-04-11,Monday,0,Spring,q2
72,2068-06-21 03:00:02,0.6145879472,51.65274,0.28062790036,2,5,03:00:02,2068-06-21,Thursday,0,Summer,q2
73,2068-03-27 09:00:02,0.5097162112,85.76304,0.16247920042,42,285,09:00:02,2068-03-27,Tuesday,0,Spring,q1
74,2068-05-20 01:00:02,0.5097162112,66.27144,0.13289254943,23,73,01:00:02,2068-05-20,Sunday,1,Spring,q2
75,2068-07-15 15:00:02,0.8843853284,40.93236,0.28062790036,81,219,15:00:02,2068-07-15,Sunday,1,Summer,q3
76,2068-05-13 16:00:02,0.5996486716,59.44938,0.0,182,364,16:00:02,2068-05-13,Sunday,1,Spring,q2
77,2067-02-01 22:00:02,0.2248806188,62.37312,0.16247920042,5,50,22:00:02,2067-02-01,Tuesday,0,Winter,q1
78,2067-06-22 12:00:02,0.6296261584,33.13572,0.22155355039,34,179,12:00:02,2067-06-22,Wednesday,0,Summer,q2
79,2068-01-21 00:00:02,0.1798649208,45.80526,0.10340485045,3,43,00:00:02,2068-01-21,Saturday,1,Winter,q1
80,2067-03-08 16:00:02,0.344790566,33.13572,0.08866100096,11,93,16:00:02,2067-03-08,Tuesday,0,Spring,q1
81,2068-01-07 21:00:02,0.4047455396,56.52564,0.1919668994,3,51,21:00:02,2068-01-07,Saturday,1,Winter,q1
82,2068-01-07 09:00:02,0.3897073284,74.06808,0.0,19,73,09:00:02,2068-01-07,Saturday,1,Winter,q1
83,2067-10-27 14:00:02,0.4647005132,46.77984,0.54641299922,39,118,14:00:02,2067-10-27,Thursday,0,Fall,q4
84,2067-11-18 21:00:02,0.299774868,43.8561,0.16247920042,5,80,21:00:02,2067-11-18,Friday,0,Fall,q4
85,2068-02-14 12:00:02,0.4047455396,38.9832,0.32495840084,10,164,12:00:02,2068-02-14,Tuesday,0,Winter,q1
86,2068-06-22 22:00:02,0.6145879472,51.65274,0.13289254943,80,243,22:00:02,2068-06-22,Friday,0,Summer,q2
87,2067-03-11 11:00:02,0.2697973812,50.67816,0.22155355039,17,74,11:00:02,2067-03-11,Friday,0,Spring,q1
88,2067-04-11 17:00:02,0.644565434,22.41534,0.60548734919,84,284,17:00:02,2067-04-11,Monday,0,Spring,q2
89,2068-01-05 06:00:02,0.2548581056,57.50022,0.0,3,40,06:00:02,2068-01-05,Thursday,0,Winter,q1
90,2068-06-13 08:00:02,0.5097162112,66.27144,0.0,32,638,08:00:02,2068-06-13,Wednesday,0,Summer,q2
91,2068-02-02 12:00:02,0.3297523548,78.94098,0.13289254943,30,137,12:00:02,2068-02-02,Thursday,0,Winter,q1
92,2067-05-13 22:00:02,0.449662302,70.16976,0.22155355039,47,106,22:00:02,2067-05-13,Friday,0,Spring,q2
93,2067-07-23 01:00:02,0.5846104604,67.24602,0.10340485045,25,52,01:00:02,2067-07-23,Saturday,1,Summer,q3
94,2067-07-24 18:00:02,0.7195586188,44.83068,0.29537174985,148,244,18:00:02,2067-07-24,Sunday,1,Summer,q3
95,2067-06-29 22:00:02,0.689581132,76.99182,0.1919668994,26,124,22:00:02,2067-06-29,Wednesday,0,Summer,q2
96,2067-11-06 14:00:02,0.4196848152,37.03404,0.1919668994,92,210,14:00:02,2067-11-06,Sunday,1,Fall,q4
97,2067-05-28 05:00:02,0.449662302,85.76304,0.10340485045,2,5,05:00:02,2067-05-28,Saturday,1,Spring,q2
98,2067-11-01 11:00:02,0.494678,46.77984,0.28062790036,47,121,11:00:02,2067-11-01,Tuesday,0,Fall,q4
99,2067-07-03 10:00:02,0.6596036452,46.77984,0.10340485045,137,197,10:00:02,2067-07-03,Sunday,1,Summer,q3
100,2067-07-09 05:00:02,0.539693698,71.14434,0.10340485045,2,14,05:00:02,2067-07-09,Saturday,1,Summer,q3
101,2067-04-21 19:00:02,0.5097162112,31.18656,0.0,38,223,19:00:02,2067-04-21,Thursday,0,Spring,q2
102,2068-07-23 08:00:02,0.689581132,64.32228,0.10340485045,49,620,08:00:02,2068-07-23,Monday,0,Summer,q3
103,2067-09-02 18:00:02,0.7045204076,72.11892,0.13289254943,41,371,18:00:02,2067-09-02,Friday,0,Fall,q3
104,2067-12-25 08:00:02,0.2548581056,67.24602,0.0,2,32,08:00:02,2067-12-25,Sunday,1,Winter,q4
105,2068-02-19 08:00:02,0.0749931848,51.65274,0.25104124937,1,27,08:00:02,2068-02-19,Sunday,1,Winter,q1
106,2067-02-25 16:00:02,0.6145879472,35.08488,0.28062790036,69,165,16:00:02,2067-02-25,Friday,0,Winter,q1
107,2067-05-10 14:00:02,0.644565434,56.52564,0.51692530024,37,123,14:00:02,2067-05-10,Tuesday,0,Spring,q2
108,2068-07-08 10:00:02,0.7795135924,42.88152,0.29537174985,99,269,10:00:02,2068-07-08,Sunday,1,Summer,q3
109,2067-12-27 03:00:02,0.3597298416,59.44938,0.0,2,2,03:00:02,2067-12-27,Tuesday,0,Winter,q4
110,2067-10-12 22:00:02,0.494678,70.16976,0.0,21,135,22:00:02,2067-10-12,Wednesday,0,Fall,q4
111,2068-06-11 12:00:02,0.6145879472,39.95778,0.44310710078,63,221,12:00:02,2068-06-11,Monday,0,Summer,q2
112,2067-07-10 05:00:02,0.5696711848,80.89014,0.1919668994,1,2,05:00:02,2067-07-10,Sunday,1,Summer,q3
113,2067-12-15 09:00:02,0.2098424076,50.67816,0.38403275081,8,219,09:00:02,2067-12-15,Thursday,0,Winter,q4
114,2068-04-15 16:00:02,0.5996486716,18.51702,0.32495840084,233,245,16:00:02,2068-04-15,Sunday,1,Spring,q2
115,2067-10-18 23:00:02,0.5246554868,80.89014,0.28062790036,11,48,23:00:02,2067-10-18,Tuesday,0,Fall,q4
116,2067-07-15 12:00:02,0.7195586188,68.2206,0.28062790036,50,165,12:00:02,2067-07-15,Friday,0,Summer,q3
117,2067-09-27 02:00:02,0.5097162112,85.76304,0.16247920042,2,5,02:00:02,2067-09-27,Tuesday,0,Fall,q3
118,2067-02-10 05:00:02,0.1349481584,48.729,0.29537174985,1,3,05:00:02,2067-02-10,Thursday,0,Winter,q1
119,2068-05-14 17:00:02,0.6145879472,51.65274,0.32495840084,103,668,17:00:02,2068-05-14,Monday,0,Spring,q2
120,2067-08-04 15:00:02,0.8094910792,48.729,0.1919668994,23,125,15:00:02,2067-08-04,Thursday,0,Summer,q3
121,2068-03-20 11:00:02,0.5097162112,71.14434,0.28062790036,65,156,11:00:02,2068-03-20,Tuesday,0,Spring,q1
122,2068-01-25 04:00:03,0.2848355924,44.83068,0.51692530024,1,2,04:00:03,2068-01-25,Wednesday,0,Winter,q1
123,2067-03-05 15:00:03,0.3297523548,38.9832,0.28062790036,41,126,15:00:03,2067-03-05,Saturday,1,Spring,q1
124,2068-06-09 09:00:03,0.5246554868,58.4748,0.25104124937,90,244,09:00:03,2068-06-09,Saturday,1,Summer,q2
125,2067-09-10 03:00:03,0.5846104604,71.14434,0.16247920042,18,19,03:00:03,2067-09-10,Saturday,1,Fall,q3
126,2068-08-12 01:00:03,0.689581132,68.2206,0.25104124937,9,80,01:00:03,2068-08-12,Sunday,1,Summer,q3
127,2067-11-06 02:00:03,0.2098424076,84.78846,0.28062790036,8,44,02:00:03,2067-11-06,Sunday,1,Fall,q4
128,2067-02-10 10:00:03,0.149887434,41.90694,0.32495840084,3,51,10:00:03,2067-02-10,Thursday,0,Winter,q1
129,2067-08-09 04:00:03,0.6145879472,72.11892,0.10340485045,1,11,04:00:03,2067-08-09,Tuesday,0,Summer,q3
130,2068-03-02 23:00:03,0.3897073284,36.05946,0.67940450066,11,77,23:00:03,2068-03-02,Friday,0,Spring,q1
131,2068-03-27 19:00:03,0.539693698,71.14434,0.13289254943,76,481,19:00:03,2068-03-27,Tuesday,0,Spring,q1
132,2068-06-07 16:00:03,0.6596036452,32.16114,0.28062790036,104,385,16:00:03,2068-06-07,Thursday,0,Summer,q2
133,2067-11-28 14:00:03,0.4647005132,79.91556,0.1919668994,15,122,14:00:03,2067-11-28,Monday,0,Fall,q4
134,2067-07-02 01:00:03,0.6145879472,48.729,0.16247920042,21,76,01:00:03,2067-07-02,Saturday,1,Summer,q3
135,2067-01-29 09:00:03,0.0299774868,39.95778,0.25104124937,4,38,09:00:03,2067-01-29,Saturday,1,Winter,q1
136,2068-08-07 10:00:03,0.6745429208,64.32228,0.0,74,155,10:00:03,2068-08-07,Tuesday,0,Summer,q3
137,2067-12-14 15:00:03,0.4196848152,91.61052,0.22155355039,6,26,15:00:03,2067-12-14,Wednesday,0,Winter,q4
138,2067-11-24 10:00:03,0.299774868,59.44938,0.32495840084,8,75,10:00:03,2067-11-24,Thursday,0,Fall,q4
139,2067-10-14 07:00:03,0.4196848152,91.61052,0.0,6,238,07:00:03,2067-10-14,Friday,0,Fall,q4
140,2067-05-26 11:00:03,0.5097162112,85.76304,0.16247920042,54,112,11:00:03,2067-05-26,Thursday,0,Spring,q2
141,2068-08-02 04:00:03,0.6145879472,72.11892,0.1919668994,1,5,04:00:03,2068-08-02,Thursday,0,Summer,q3
142,2067-06-10 22:00:03,0.6145879472,34.1103,0.0,27,146,22:00:03,2067-06-10,Friday,0,Summer,q2
143,2067-05-09 03:00:03,0.4347230264,75.04266,0.13289254943,10,8,03:00:03,2067-05-09,Monday,0,Spring,q2
144,2067-12-01 05:00:03,0.3148130792,59.44938,0.10340485045,2,11,05:00:03,2067-12-01,Thursday,0,Winter,q4
145,2068-05-06 00:00:03,0.344790566,78.94098,0.13289254943,1,37,00:00:03,2068-05-06,Sunday,1,Spring,q2
146,2067-03-13 07:00:03,0.4196848152,97.458,0.44310710078,1,6,07:00:03,2067-03-13,Sunday,1,Spring,q1
147,2068-08-14 07:00:03,0.6596036452,72.11892,0.13289254943,22,482,07:00:03,2068-08-14,Tuesday,0,Summer,q3
148,2068-04-02 10:00:03,0.4796397888,35.08488,0.57599965021,56,99,10:00:03,2068-04-02,Monday,0,Spring,q2
149,2067-11-22 07:00:03,0.5097162112,66.27144,0.16247920042,22,299,07:00:03,2067-11-22,Tuesday,0,Fall,q4
150,2068-05-03 10:00:03,0.449662302,91.61052,0.16247920042,15,126,10:00:03,2068-05-03,Thursday,0,Spring,q2
151,2067-03-13 11:00:03,0.4196848152,97.458,0.22155355039,19,45,11:00:03,2067-03-13,Sunday,1,Spring,q1
152,2068-04-17 15:00:03,0.5246554868,20.46618,0.29537174985,47,158,15:00:03,2068-04-17,Tuesday,0,Spring,q2
153,2067-01-27 10:00:03,0.2248806188,46.77984,0.29537174985,2,57,10:00:03,2067-01-27,Thursday,0,Winter,q1
154,2068-08-17 18:00:03,0.7045204076,60.42396,0.29537174985,89,553,18:00:03,2068-08-17,Friday,0,Summer,q3
155,2068-05-28 02:00:03,0.5246554868,91.61052,0.25104124937,3,10,02:00:03,2068-05-28,Monday,0,Spring,q2
156,2067-06-26 04:00:03,0.6145879472,72.11892,0.13289254943,8,11,04:00:03,2067-06-26,Sunday,1,Summer,q2
157,2068-05-21 06:00:03,0.494678,91.61052,0.29537174985,4,63,06:00:03,2068-05-21,Monday,0,Spring,q2
158,2067-09-27 22:00:03,0.5246554868,91.61052,0.0,24,126,22:00:03,2067-09-27,Tuesday,0,Fall,q3
159,2067-03-16 16:00:03,0.299774868,74.06808,0.32495840084,11,103,16:00:03,2067-03-16,Wednesday,0,Spring,q1
160,2068-04-09 01:00:03,0.4196848152,85.76304,0.08866100096,1,6,01:00:03,2068-04-09,Monday,0,Spring,q2
161,2067-01-31 21:00:03,0.149887434,61.39854,0.16247920042,7,54,21:00:03,2067-01-31,Monday,0,Winter,q1
162,2068-01-09 06:00:03,0.2248806188,39.95778,0.38403275081,1,15,06:00:03,2068-01-09,Monday,0,Winter,q1
163,2068-06-01 16:00:03,0.7045204076,50.67816,0.22155355039,138,448,16:00:03,2068-06-01,Friday,0,Summer,q2
164,2068-05-22 11:00:03,0.5846104604,76.01724,0.1919668994,39,187,11:00:03,2068-05-22,Tuesday,0,Spring,q2
165,2067-05-17 09:00:03,0.494678,46.77984,0.10340485045,30,177,09:00:03,2067-05-17,Tuesday,0,Spring,q2
166,2067-05-08 21:00:03,0.449662302,79.91556,0.0,24,83,21:00:03,2067-05-08,Sunday,1,Spring,q2
167,2068-01-30 12:00:03,0.2697973812,90.63594,0.0,11,53,12:00:03,2068-01-30,Monday,0,Winter,q1
168,2068-06-30 12:00:03,0.7195586188,41.90694,0.1919668994,204,400,12:00:03,2068-06-30,Saturday,1,Summer,q2
169,2068-05-25 01:00:03,0.4796397888,57.50022,0.08866100096,17,34,01:00:03,2068-05-25,Friday,0,Spring,q2
170,2068-01-17 09:00:03,0.194903132,90.63594,0.16247920042,12,185,09:00:03,2068-01-17,Tuesday,0,Winter,q1
171,2067-05-19 20:00:03,0.5996486716,62.37312,0.1919668994,57,221,20:00:03,2067-05-19,Thursday,0,Spring,q2
172,2067-05-02 01:00:03,0.5097162112,97.458,0.08866100096,3,9,01:00:03,2067-05-02,Monday,0,Spring,q2
173,2067-12-10 04:00:03,0.2248806188,73.0935,0.13289254943,2,8,04:00:03,2067-12-10,Saturday,1,Winter,q4
174,2067-03-27 23:00:03,0.299774868,59.44938,0.38403275081,14,12,23:00:03,2067-03-27,Sunday,1,Spring,q1
175,2067-09-26 21:00:03,0.5246554868,66.27144,0.16247920042,20,182,21:00:03,2067-09-26,Monday,0,Fall,q3
176,2068-01-06 05:00:04,0.2548581056,73.0935,0.08866100096,1,11,05:00:04,2068-01-06,Friday,0,Winter,q1
177,2068-04-13 19:00:04,0.4647005132,22.41534,0.29537174985,116,298,19:00:04,2068-04-13,Friday,0,Spring,q2
178,2068-07-07 15:00:04,0.7644753812,29.2374,0.25104124937,118,288,15:00:04,2068-07-07,Saturday,1,Summer,q3
179,2067-02-26 09:00:04,0.4047455396,15.59328,0.64981784967,19,38,09:00:04,2067-02-26,Saturday,1,Winter,q1
180,2067-10-15 04:00:04,0.4196848152,91.61052,0.13289254943,4,8,04:00:04,2067-10-15,Saturday,1,Fall,q4
181,2067-10-02 09:00:04,0.5696711848,80.89014,0.0,56,101,09:00:04,2067-10-02,Sunday,1,Fall,q4
182,2067-04-16 10:00:04,0.3297523548,84.78846,0.13289254943,44,91,10:00:04,2067-04-16,Saturday,1,Spring,q2
183,2068-07-08 01:00:04,0.689581132,68.2206,0.13289254943,13,82,01:00:04,2068-07-08,Sunday,1,Summer,q3
184,2067-01-14 12:00:04,0.194903132,36.05946,0.25104124937,10,51,12:00:04,2067-01-14,Friday,0,Winter,q1
185,2067-02-01 16:00:04,0.344790566,40.93236,0.0,15,103,16:00:04,2067-02-01,Tuesday,0,Winter,q1
186,2068-07-02 18:00:04,0.6596036452,26.31366,0.44310710078,101,692,18:00:04,2068-07-02,Monday,0,Summer,q3
187,2068-01-07 03:00:04,0.4047455396,60.42396,0.28062790036,2,18,03:00:04,2068-01-07,Saturday,1,Winter,q1
188,2068-06-18 04:00:04,0.5846104604,76.01724,0.13289254943,1,8,04:00:04,2068-06-18,Monday,0,Summer,q2
189,2067-07-07 00:00:04,0.6145879472,48.729,0.16247920042,16,40,00:00:04,2067-07-07,Thursday,0,Summer,q3
190,2067-12-31 20:00:04,0.2697973812,54.57648,0.13289254943,6,20,20:00:04,2067-12-31,Saturday,1,Winter,q4
191,2067-01-31 14:00:04,0.1349481584,44.83068,0.22155355039,3,44,14:00:04,2067-01-31,Monday,0,Winter,q1
192,2067-10-28 22:00:04,0.4196848152,52.62732,0.16247920042,25,90,22:00:04,2067-10-28,Friday,0,Fall,q4
193,2067-04-02 00:00:04,0.2398198944,37.03404,0.28062790036,4,26,00:00:04,2067-04-02,Saturday,1,Spring,q2
194,2068-04-19 05:00:04,0.2848355924,59.44938,0.22155355039,1,22,05:00:04,2068-04-19,Thursday,0,Spring,q2
195,2068-05-31 20:00:04,0.6145879472,67.24602,0.28062790036,56,344,20:00:04,2068-05-31,Thursday,0,Spring,q2
196,2067-06-09 18:00:04,0.644565434,21.44076,0.38403275081,75,452,18:00:04,2067-06-09,Thursday,0,Summer,q2
197,2067-05-23 19:00:04,0.539693698,80.89014,0.25104124937,37,273,19:00:04,2067-05-23,Monday,0,Spring,q2
198,2068-07-19 21:00:04,0.6596036452,46.77984,0.22155355039,45,330,21:00:04,2068-07-19,Thursday,0,Summer,q3
199,2068-06-06 03:00:04,0.5546329736,85.76304,0.13289254943,1,6,03:00:04,2068-06-06,Wednesday,0,Summer,q2
200,2067-02-13 05:00:04,0.2548581056,58.4748,0.22155355039,1,2,05:00:04,2067-02-13,Sunday,1,Winter,q1
201,2067-07-05 12:00:04,0.7644753812,45.80526,0.22155355039,42,162,12:00:04,2067-07-05,Tuesday,0,Summer,q3
202,2067-12-08 20:00:04,0.344790566,44.83068,0.10340485045,13,179,20:00:04,2067-12-08,Thursday,0,Winter,q4
203,2067-07-06 07:00:04,0.644565434,52.62732,0.22155355039,19,319,07:00:04,2067-07-06,Wednesday,0,Summer,q3
204,2067-09-22 11:00:04,0.6296261584,63.3477,0.13289254943,40,121,11:00:04,2067-09-22,Thursday,0,Fall,q3
205,2067-01-16 11:00:04,0.1199099472,38.9832,0.51692530024,3,48,11:00:04,2067-01-16,Sunday,1,Winter,q1
206,2067-02-11 08:00:04,0.149887434,72.11892,0.13289254943,4,218,08:00:04,2067-02-11,Friday,0,Winter,q1
207,2068-07-03 17:00:04,0.644565434,27.28824,0.41352044979,105,797,17:00:04,2068-07-03,Tuesday,0,Summer,q3
208,2067-10-21 18:00:04,0.5097162112,38.00862,0.28062790036,63,362,18:00:04,2067-10-21,Friday,0,Fall,q4
209,2067-08-08 18:00:04,0.689581132,41.90694,0.1919668994,69,476,18:00:04,2067-08-08,Monday,0,Summer,q3
210,2067-11-29 20:00:04,0.449662302,97.458,0.22155355039,7,122,20:00:04,2067-11-29,Tuesday,0,Fall,q4
211,2067-03-31 15:00:04,0.2848355924,68.2206,0.25104124937,14,78,15:00:04,2067-03-31,Thursday,0,Spring,q1
212,2068-03-15 02:00:04,0.449662302,61.39854,0.38403275081,7,6,02:00:04,2068-03-15,Thursday,0,Spring,q1
213,2067-03-09 13:00:04,0.4796397888,24.3645,0.0,36,91,13:00:04,2067-03-09,Wednesday,0,Spring,q1
214,2068-02-20 12:00:04,0.2548581056,27.28824,0.32495840084,8,112,12:00:04,2068-02-20,Monday,0,Winter,q1
215,2067-03-16 00:00:04,0.2848355924,63.3477,0.08866100096,1,10,00:00:04,2067-03-16,Wednesday,0,Spring,q1
