StandardTemperature,Humidity,Wind,Weekend,Fall,Spring,Summer,Winter,Ticket1,Ticket2
0.6596036452,46.77984,0.22155355039,0,0,0,1,0,45,330
0.5546329736,85.76304,0.13289254943,0,0,0,1,0,1,6
0.2548581056,58.4748,0.22155355039,1,0,0,0,1,1,2
0.7644753812,45.80526,0.22155355039,0,0,0,1,0,42,162
0.344790566,44.83068,0.10340485045,0,0,0,0,1,13,179
0.644565434,52.62732,0.22155355039,0,0,0,1,0,19,319
0.6296261584,63.3477,0.13289254943,0,1,0,0,0,40,121
0.1199099472,38.9832,0.51692530024,1,0,0,0,1,3,48
0.149887434,72.11892,0.13289254943,0,0,0,0,1,4,218
0.644565434,27.28824,0.41352044979,0,0,0,1,0,105,797
0.5097162112,38.00862,0.28062790036,0,1,0,0,0,63,362
0.689581132,41.90694,0.1919668994,0,0,0,1,0,69,476
0.449662302,97.458,0.22155355039,0,1,0,0,0,7,122
0.2848355924,68.2206,0.25104124937,0,0,1,0,0,14,78
0.449662302,61.39854,0.38403275081,0,0,1,0,0,7,6
0.4796397888,24.3645,0.0,0,0,1,0,0,36,91
0.2548581056,27.28824,0.32495840084,0,0,0,0,1,8,112
0.2848355924,63.3477,0.08866100096,0,0,1,0,0,1,10
0.2697973812,43.8561,0.29537174985,0,0,1,0,0,12,377
0.1199099472,48.729,0.29537174985,0,0,0,0,1,1,32
0.449662302,27.28824,0.28062790036,0,0,1,0,0,53,273
0.4196848152,75.04266,0.0,0,0,1,0,0,2,4
0.449662302,65.29686,0.38403275081,0,0,1,0,0,48,217
0.5996486716,76.01724,0.1919668994,1,0,0,1,0,30,105
0.6145879472,63.3477,0.08866100096,0,0,0,1,0,13,297
0.6296261584,86.73762,0.0,0,0,0,1,0,4,18
0.2697973812,58.4748,0.13289254943,0,0,0,0,1,9,91
0.2848355924,54.57648,0.10340485045,1,0,0,0,1,7,61
0.2098424076,26.31366,0.28062790036,0,0,0,0,1,6,48
0.539693698,58.4748,0.0,0,0,1,0,0,17,39
0.2697973812,50.67816,0.13289254943,0,0,1,0,0,2,2
0.1798649208,53.6019,0.13289254943,0,0,0,0,1,1,7
0.299774868,63.3477,0.13289254943,0,0,0,0,1,5,84
0.6145879472,38.9832,0.44310710078,0,0,1,0,0,22,396
0.7045204076,50.67816,0.28062790036,1,0,0,1,0,291,246
0.6145879472,34.1103,0.22155355039,1,0,1,0,0,198,285
0.2848355924,27.28824,0.1919668994,0,0,0,0,1,8,56
0.5996486716,67.24602,0.1919668994,1,0,1,0,0,126,192
0.6145879472,55.55106,0.13289254943,0,1,0,0,0,35,460
0.3148130792,51.65274,0.25104124937,0,0,1,0,0,16,332
0.6145879472,30.21198,0.25104124937,0,0,1,0,0,32,193
0.449662302,61.39854,0.08866100096,0,0,0,0,1,23,76
0.7344978944,47.75442,0.16247920042,0,0,0,1,0,12,33
0.6745429208,46.77984,0.29537174985,0,0,0,1,0,46,148
0.449662302,85.76304,0.08866100096,1,1,0,0,0,6,36
0.5996486716,80.89014,0.16247920042,0,0,0,1,0,31,221
0.1798649208,62.37312,0.13289254943,1,0,0,0,1,6,39
0.494678,85.76304,0.16247920042,0,0,1,0,0,63,430
0.5246554868,76.01724,0.0,0,0,1,0,0,69,176
0.194903132,77.9664,0.0,1,0,0,0,1,4,8
0.4047455396,97.458,0.13289254943,1,0,1,0,0,30,58
0.6145879472,67.24602,0.0,0,0,0,1,0,6,15
0.7195586188,53.6019,0.1919668994,0,0,0,1,0,79,143
0.644565434,68.2206,0.16247920042,0,0,0,1,0,42,665
0.794452868,45.80526,0.22155355039,0,0,0,1,0,33,105
0.689581132,44.83068,0.1919668994,0,0,0,1,0,109,524
0.6145879472,55.55106,0.22155355039,0,0,1,0,0,98,190
0.6145879472,72.11892,0.16247920042,0,0,0,1,0,10,16
0.3297523548,78.94098,0.16247920042,1,0,0,0,1,20,56
0.4047455396,52.62732,0.28062790036,0,0,0,0,1,5,79
0.5996486716,67.24602,0.22155355039,0,0,1,0,0,49,134
0.2398198944,58.4748,0.16247920042,1,0,1,0,0,3,6
0.4796397888,19.4916,0.1919668994,1,0,1,0,0,76,160
0.539693698,91.61052,0.13289254943,0,1,0,0,0,8,189
0.194903132,53.6019,0.16247920042,1,0,0,0,1,1,2
0.644565434,40.93236,0.08866100096,0,0,1,0,0,43,222
0.2548581056,53.6019,0.08866100096,0,0,0,0,1,4,110
0.3297523548,61.39854,0.41352044979,0,0,1,0,0,6,52
0.644565434,52.62732,0.0,0,0,0,1,0,28,354
0.1199099472,41.90694,0.51692530024,0,0,0,0,1,8,73
0.6745429208,53.6019,0.16247920042,1,0,0,1,0,169,225
0.4647005132,85.76304,0.08866100096,0,1,0,0,0,24,113
0.6145879472,48.729,0.35444609982,0,0,1,0,0,60,181
0.7045204076,39.95778,0.29537174985,0,0,0,1,0,37,124
0.539693698,54.57648,0.0,0,0,0,0,1,26,138
0.5097162112,91.61052,0.08866100096,0,1,0,0,0,6,7
0.1349481584,45.80526,0.28062790036,0,0,0,0,1,1,4
0.689581132,68.2206,0.0,1,0,0,1,0,14,38
0.5846104604,71.14434,0.25104124937,0,0,1,0,0,44,129
0.5546329736,91.61052,0.10340485045,0,1,0,0,0,9,58
0.4047455396,74.06808,0.1919668994,1,0,1,0,0,18,66
0.5246554868,91.61052,0.16247920042,0,1,0,0,0,1,18
0.1649256452,62.37312,0.28062790036,0,0,0,0,1,1,9
0.644565434,29.2374,0.22155355039,0,0,0,1,0,96,461
0.1649256452,61.39854,0.10340485045,0,0,0,0,1,1,37
0.5996486716,63.3477,0.1919668994,0,1,0,0,0,25,104
0.2248806188,36.05946,0.38403275081,0,0,1,0,0,5,117
0.7344978944,73.0935,0.25104124937,0,0,0,1,0,27,74
0.4796397888,75.04266,0.1919668994,0,1,0,0,0,3,27
0.7344978944,73.0935,0.10340485045,1,0,0,1,0,83,103
0.299774868,90.63594,0.22155355039,0,0,0,0,1,2,93
0.5246554868,18.51702,0.25104124937,0,0,1,0,0,121,226
0.5996486716,80.89014,0.08866100096,0,0,0,1,0,13,252
0.689581132,76.99182,0.08866100096,0,0,0,1,0,16,47
0.5996486716,59.44938,0.0,0,1,0,0,0,23,122
0.5246554868,50.67816,0.13289254943,0,1,0,0,0,64,506
0.149887434,48.729,0.13289254943,1,0,0,0,1,1,25
0.299774868,90.63594,0.32495840084,0,0,1,0,0,2,70
0.4347230264,79.91556,0.10340485045,0,1,0,0,0,6,113
0.4047455396,79.91556,0.22155355039,1,0,1,0,0,1,6
0.4796397888,85.76304,0.13289254943,0,0,1,0,0,5,36
0.6596036452,32.16114,0.0,0,0,0,1,0,80,203
0.344790566,74.06808,0.13289254943,0,0,1,0,0,1,4
0.3148130792,90.63594,0.10340485045,0,0,0,0,1,2,12
0.5996486716,71.14434,0.35444609982,0,0,1,0,0,36,200
0.6745429208,60.42396,0.16247920042,1,0,0,1,0,84,171
0.4347230264,15.59328,0.57599965021,1,0,0,0,1,48,77
0.7344978944,47.75442,0.84178474907,1,0,0,1,0,182,178
0.6296261584,42.88152,0.16247920042,0,0,0,1,0,42,319
0.4347230264,52.62732,0.29537174985,1,0,0,0,1,121,148
0.1199099472,48.729,0.22155355039,0,0,0,0,1,3,76
0.6596036452,76.99182,0.13289254943,0,0,0,1,0,32,88
0.6145879472,41.90694,0.1919668994,0,0,0,1,0,92,383
0.6145879472,34.1103,0.16247920042,1,0,1,0,0,144,236
0.3597298416,74.06808,0.10340485045,0,1,0,0,0,5,18
0.6296261584,72.11892,0.08866100096,1,0,0,1,0,14,60
0.3297523548,74.06808,0.1919668994,1,1,0,0,0,6,25
0.494678,75.04266,0.1919668994,0,0,1,0,0,63,129
0.5996486716,62.37312,0.25104124937,0,0,1,0,0,6,10
0.4796397888,90.63594,0.13289254943,0,0,1,0,0,29,319
0.4196848152,79.91556,0.32495840084,0,0,1,0,0,5,23
0.194903132,70.16976,0.1919668994,0,0,1,0,0,1,105
0.494678,38.00862,0.29537174985,1,0,0,0,1,94,181
0.194903132,53.6019,0.22155355039,1,0,0,0,1,19,55
0.494678,57.50022,0.10340485045,0,1,0,0,0,39,306
0.539693698,62.37312,0.25104124937,0,0,1,0,0,45,140
0.5097162112,75.04266,0.22155355039,0,0,1,0,0,5,35
0.5996486716,80.89014,0.0,0,0,0,1,0,13,111
0.1798649208,49.70358,0.22155355039,0,0,1,0,0,1,26
0.2697973812,54.57648,0.13289254943,0,0,0,0,1,22,73
0.2548581056,58.4748,0.22155355039,1,0,1,0,0,21,71
0.689581132,53.6019,0.28062790036,0,0,0,1,0,100,759
0.839468566,54.57648,0.38403275081,0,0,0,1,0,58,183
0.4796397888,79.91556,0.38403275081,1,0,1,0,0,21,83
0.5846104604,76.01724,0.08866100096,0,0,1,0,0,53,140
0.7495361056,35.08488,0.25104124937,0,0,0,1,0,112,700
0.5996486716,63.3477,0.16247920042,0,0,0,1,0,59,309
0.6745429208,23.38992,0.35444609982,0,0,0,1,0,36,169
0.4047455396,69.19518,0.13289254943,0,1,0,0,0,30,119
0.4647005132,32.16114,0.10340485045,0,0,0,0,1,35,41
0.3297523548,41.90694,0.29537174985,0,0,1,0,0,2,1
0.194903132,49.70358,0.25104124937,0,0,0,0,1,1,14
0.494678,97.458,0.13289254943,1,0,1,0,0,4,15
0.4796397888,85.76304,0.1919668994,0,0,0,0,1,1,55
0.299774868,68.2206,0.0,0,0,0,0,1,11,40
0.4347230264,39.95778,0.1919668994,0,0,1,0,0,34,280
0.4347230264,60.42396,0.25104124937,0,0,1,0,0,16,161
0.689581132,30.21198,0.0,0,0,0,1,0,131,784
0.5996486716,67.24602,0.0,0,1,0,0,0,22,156
0.794452868,57.50022,0.13289254943,0,0,0,1,0,62,324
0.5246554868,85.76304,0.10340485045,1,0,1,0,0,1,10
0.5246554868,66.27144,0.28062790036,1,0,1,0,0,30,98
0.449662302,85.76304,0.08866100096,0,1,0,0,0,35,162
0.449662302,49.70358,0.35444609982,0,0,1,0,0,15,354
0.449662302,57.50022,0.08866100096,0,0,1,0,0,2,5
0.5097162112,91.61052,0.0,1,1,0,0,0,21,40
0.6296261584,67.24602,0.25104124937,0,0,0,1,0,44,139
0.6145879472,59.44938,0.44310710078,0,0,1,0,0,43,184
0.4196848152,37.03404,0.29537174985,0,0,1,0,0,34,129
0.539693698,66.27144,0.1919668994,0,0,1,0,0,4,6
0.7045204076,56.52564,0.13289254943,0,0,0,1,0,57,174
0.3597298416,69.19518,0.10340485045,0,1,0,0,0,14,360
0.6296261584,76.99182,0.10340485045,0,1,0,0,0,20,36
0.4047455396,79.91556,0.13289254943,0,0,0,0,1,9,217
0.2697973812,35.08488,0.22155355039,1,0,1,0,0,10,71
0.2398198944,73.0935,0.41352044979,0,0,0,0,1,9,49
0.5546329736,80.89014,0.13289254943,0,0,1,0,0,29,595
0.4347230264,60.42396,0.35444609982,0,0,1,0,0,20,106
0.344790566,78.94098,0.1919668994,0,1,0,0,0,10,156
0.449662302,79.91556,0.08866100096,1,1,0,0,0,19,62
0.2248806188,45.80526,0.13289254943,0,0,0,0,1,13,53
0.7045204076,60.42396,0.1919668994,0,0,0,1,0,46,252
0.194903132,29.2374,0.45785095027,0,0,1,0,0,4,11
0.4047455396,48.729,0.0,0,0,0,0,1,11,363
0.449662302,85.76304,0.16247920042,0,0,1,0,0,13,190
0.5246554868,29.2374,0.0,0,0,1,0,0,48,291
0.2548581056,90.63594,0.0,0,0,0,0,1,2,79
0.539693698,91.61052,0.13289254943,1,1,0,0,0,3,7
0.644565434,56.52564,0.1919668994,0,1,0,0,0,35,132
0.2248806188,57.50022,0.0,0,0,0,0,1,1,96
0.2248806188,38.9832,0.10340485045,1,0,0,0,1,1,19
0.644565434,38.00862,0.22155355039,0,0,0,1,0,122,573
0.494678,97.458,0.0,1,0,1,0,0,12,22
0.6296261584,43.8561,0.16247920042,0,0,0,1,0,112,293
0.7795135924,39.95778,0.25104124937,0,0,0,1,0,40,122
0.2848355924,50.67816,0.13289254943,0,0,1,0,0,19,304
0.7795135924,42.88152,0.1919668994,0,0,0,1,0,80,358
0.344790566,74.06808,0.10340485045,0,0,1,0,0,5,67
0.2248806188,73.0935,0.10340485045,0,0,0,0,1,2,1
0.7344978944,60.42396,0.08866100096,1,0,0,1,0,34,120
0.5246554868,91.61052,0.22155355039,0,0,1,0,0,1,9
0.689581132,76.99182,0.0,0,0,0,1,0,25,289
0.4796397888,75.04266,0.29537174985,0,0,0,0,1,4,26
0.4647005132,97.458,0.22155355039,0,0,0,0,1,7,70
0.4047455396,38.9832,0.1919668994,1,0,0,0,1,76,254
0.299774868,90.63594,0.32495840084,0,0,1,0,0,11,53
0.5097162112,62.37312,0.16247920042,1,0,0,1,0,31,181
0.5996486716,67.24602,0.28062790036,0,0,1,0,0,41,263
0.045015698,37.03404,0.32495840084,0,0,0,0,1,1,28
0.644565434,56.52564,0.38403275081,1,1,0,0,0,60,179
0.6296261584,31.18656,0.0,0,0,1,0,0,103,648
0.7495361056,64.32228,0.22155355039,0,0,0,1,0,90,301
0.449662302,70.16976,0.28062790036,1,0,0,0,1,36,72
0.7495361056,44.83068,0.10340485045,0,0,0,1,0,80,467
0.689581132,64.32228,0.22155355039,1,0,0,1,0,237,294
0.449662302,85.76304,0.1919668994,1,0,1,0,0,28,81
0.194903132,49.70358,0.22155355039,1,0,0,0,1,6,70
0.149887434,77.9664,0.1919668994,0,0,0,0,1,4,25
0.689581132,64.32228,0.16247920042,0,0,0,1,0,86,439
0.3148130792,51.65274,0.28062790036,1,0,1,0,0,52,108
0.2848355924,55.55106,0.41352044979,0,0,0,0,1,5,109
0.2697973812,68.2206,0.13289254943,0,0,0,0,1,13,105
0.6145879472,63.3477,0.22155355039,0,0,0,1,0,7,24
0.4647005132,65.29686,0.0,1,0,1,0,0,264,359
0.689581132,64.32228,0.16247920042,0,0,0,1,0,20,55
0.299774868,40.93236,0.32495840084,0,0,1,0,0,2,5
0.644565434,59.44938,0.35444609982,0,0,0,1,0,48,190
0.4647005132,32.16114,0.44310710078,0,0,1,0,0,59,160
0.4047455396,60.42396,0.25104124937,0,0,1,0,0,24,163
0.2248806188,57.50022,0.0,0,0,0,0,1,4,217
0.5996486716,63.3477,0.22155355039,0,0,0,1,0,47,197
0.149887434,41.90694,0.16247920042,0,0,0,0,1,2,41
0.6145879472,39.95778,0.16247920042,0,0,1,0,0,74,265
0.5097162112,91.61052,0.10340485045,0,1,0,0,0,3,29
0.4796397888,85.76304,0.13289254943,1,0,1,0,0,26,46
0.6596036452,49.70358,0.16247920042,0,0,0,1,0,104,386
0.689581132,53.6019,0.16247920042,0,0,0,1,0,59,127
0.7795135924,26.31366,0.22155355039,1,0,0,1,0,127,177
0.1649256452,26.31366,0.45785095027,0,0,1,0,0,1,2
0.2548581056,58.4748,0.22155355039,0,0,0,0,1,1,3
0.539693698,44.83068,0.25104124937,0,0,0,1,0,69,446
0.5246554868,58.4748,0.10340485045,0,1,0,0,0,32,287
0.3297523548,44.83068,0.25104124937,0,0,1,0,0,9,158
