TimeStamp,StandardTemperature,Humidity,Wind,Ticket1,Ticket2
2068-05-27 01:00:01,0.5246554868,50.67816,0,29,103
2067-11-10 07:00:01,0.3297523548,78.94098,0.08866100096,13,281
2068-06-01 12:00:01,0.6745429208,64.32228,0.10340485045,85,238
2068-04-20 00:00:01,0.4047455396,36.05946,0.25104124937,15,42
2068-02-09 10:00:01,0.4196848152,75.04266,0.10340485045,7,73
2067-11-11 08:00:01,0.4047455396,84.78846,0.35444609982,9,388
2068-07-20 20:00:01,0.6596036452,46.77984,0.13289254943,96,295
2067-07-18 09:00:01,0.7344978944,57.50022,0.29537174985,42,168
2067-06-09 20:00:01,0.6296261584,23.38992,0.1919668994,52,287
2068-05-12 09:00:01,0.5846104604,76.01724,0.10340485045,62,224
2067-04-14 17:00:01,0.494678,50.67816,0.28062790036,64,281
2067-05-18 20:00:01,0.5097162112,62.37312,0.13289254943,29,246
2067-04-11 07:00:01,0.4347230264,52.62732,0.25104124937,8,151
2068-06-21 03:00:02,0.6145879472,51.65274,0.28062790036,2,5
2068-03-27 09:00:02,0.5097162112,85.76304,0.16247920042,42,285
2068-05-20 01:00:02,0.5097162112,66.27144,0.13289254943,23,73
2068-07-15 15:00:02,0.8843853284,40.93236,0.28062790036,81,219
2068-05-13 16:00:02,0.5996486716,59.44938,0,182,364
2067-02-01 22:00:02,0.2248806188,62.37312,0.16247920042,5,50
2067-06-22 12:00:02,0.6296261584,33.13572,0.22155355039,34,179
2068-01-21 00:00:02,0.1798649208,45.80526,0.10340485045,3,43
2067-03-08 16:00:02,0.344790566,33.13572,0.08866100096,11,93
2068-01-07 21:00:02,0.4047455396,56.52564,0.1919668994,3,51
2068-01-07 09:00:02,0.3897073284,74.06808,0,19,73
2067-10-27 14:00:02,0.4647005132,46.77984,0.54641299922,39,118
2067-11-18 21:00:02,0.299774868,43.8561,0.16247920042,5,80
2068-02-14 12:00:02,0.4047455396,38.9832,0.32495840084,10,164
2068-06-22 22:00:02,0.6145879472,51.65274,0.13289254943,80,243
2067-03-11 11:00:02,0.2697973812,50.67816,0.22155355039,17,74
2067-04-11 17:00:02,0.644565434,22.41534,0.60548734919,84,284
2068-01-05 06:00:02,0.2548581056,57.50022,0,3,40
2068-06-13 08:00:02,0.5097162112,66.27144,0,32,638
2068-02-02 12:00:02,0.3297523548,78.94098,0.13289254943,30,137
2067-05-13 22:00:02,0.449662302,70.16976,0.22155355039,47,106
2067-07-23 01:00:02,0.5846104604,67.24602,0.10340485045,25,52
2067-07-24 18:00:02,0.7195586188,44.83068,0.29537174985,148,244
2067-06-29 22:00:02,0.689581132,76.99182,0.1919668994,26,124
2067-11-06 14:00:02,0.4196848152,37.03404,0.1919668994,92,210
2067-05-28 05:00:02,0.449662302,85.76304,0.10340485045,2,5
2067-11-01 11:00:02,0.494678,46.77984,0.28062790036,47,121
2067-07-03 10:00:02,0.6596036452,46.77984,0.10340485045,137,197
2067-07-09 05:00:02,0.539693698,71.14434,0.10340485045,2,14
2067-04-21 19:00:02,0.5097162112,31.18656,0,38,223
2068-07-23 08:00:02,0.689581132,64.32228,0.10340485045,49,620
2067-09-02 18:00:02,0.7045204076,72.11892,0.13289254943,41,371
2067-12-25 08:00:02,0.2548581056,67.24602,0,2,32
2068-02-19 08:00:02,0.0749931848,51.65274,0.25104124937,1,27
2067-02-25 16:00:02,0.6145879472,35.08488,0.28062790036,69,165
2067-05-10 14:00:02,0.644565434,56.52564,0.51692530024,37,123
2068-07-08 10:00:02,0.7795135924,42.88152,0.29537174985,99,269
2067-12-27 03:00:02,0.3597298416,59.44938,0,2,2
2067-10-12 22:00:02,0.494678,70.16976,0,21,135
2068-06-11 12:00:02,0.6145879472,39.95778,0.44310710078,63,221
2067-07-10 05:00:02,0.5696711848,80.89014,0.1919668994,1,2
2067-12-15 09:00:02,0.2098424076,50.67816,0.38403275081,8,219
2068-04-15 16:00:02,0.5996486716,18.51702,0.32495840084,233,245
2067-10-18 23:00:02,0.5246554868,80.89014,0.28062790036,11,48
2067-07-15 12:00:02,0.7195586188,68.2206,0.28062790036,50,165
2067-09-27 02:00:02,0.5097162112,85.76304,0.16247920042,2,5
2067-02-10 05:00:02,0.1349481584,48.729,0.29537174985,1,3
2068-05-14 17:00:02,0.6145879472,51.65274,0.32495840084,103,668
2067-08-04 15:00:02,0.8094910792,48.729,0.1919668994,23,125
2068-03-20 11:00:02,0.5097162112,71.14434,0.28062790036,65,156
2068-01-25 04:00:03,0.2848355924,44.83068,0.51692530024,1,2
2067-03-05 15:00:03,0.3297523548,38.9832,0.28062790036,41,126
2068-06-09 09:00:03,0.5246554868,58.4748,0.25104124937,90,244
2067-09-10 03:00:03,0.5846104604,71.14434,0.16247920042,18,19
2068-08-12 01:00:03,0.689581132,68.2206,0.25104124937,9,80
2067-11-06 02:00:03,0.2098424076,84.78846,0.28062790036,8,44
2067-02-10 10:00:03,0.149887434,41.90694,0.32495840084,3,51
2067-08-09 04:00:03,0.6145879472,72.11892,0.10340485045,1,11
2068-03-02 23:00:03,0.3897073284,36.05946,0.67940450066,11,77
2068-03-27 19:00:03,0.539693698,71.14434,0.13289254943,76,481
2068-06-07 16:00:03,0.6596036452,32.16114,0.28062790036,104,385
2067-11-28 14:00:03,0.4647005132,79.91556,0.1919668994,15,122
2067-07-02 01:00:03,0.6145879472,48.729,0.16247920042,21,76
2067-01-29 09:00:03,0.0299774868,39.95778,0.25104124937,4,38
2068-08-07 10:00:03,0.6745429208,64.32228,0,74,155
2067-12-14 15:00:03,0.4196848152,91.61052,0.22155355039,6,26
2067-11-24 10:00:03,0.299774868,59.44938,0.32495840084,8,75
2067-10-14 07:00:03,0.4196848152,91.61052,0,6,238
2067-05-26 11:00:03,0.5097162112,85.76304,0.16247920042,54,112
2068-08-02 04:00:03,0.6145879472,72.11892,0.1919668994,1,5
2067-06-10 22:00:03,0.6145879472,34.1103,0,27,146
2067-05-09 03:00:03,0.4347230264,75.04266,0.13289254943,10,8
2067-12-01 05:00:03,0.3148130792,59.44938,0.10340485045,2,11
2068-05-06 00:00:03,0.344790566,78.94098,0.13289254943,1,37
2067-03-13 07:00:03,0.4196848152,97.458,0.44310710078,1,6
2068-08-14 07:00:03,0.6596036452,72.11892,0.13289254943,22,482
2068-04-02 10:00:03,0.4796397888,35.08488,0.57599965021,56,99
2067-11-22 07:00:03,0.5097162112,66.27144,0.16247920042,22,299
2068-05-03 10:00:03,0.449662302,91.61052,0.16247920042,15,126
2067-03-13 11:00:03,0.4196848152,97.458,0.22155355039,19,45
2068-04-17 15:00:03,0.5246554868,20.46618,0.29537174985,47,158
2067-01-27 10:00:03,0.2248806188,46.77984,0.29537174985,2,57
2068-08-17 18:00:03,0.7045204076,60.42396,0.29537174985,89,553
2068-05-28 02:00:03,0.5246554868,91.61052,0.25104124937,3,10
2067-06-26 04:00:03,0.6145879472,72.11892,0.13289254943,8,11
2068-05-21 06:00:03,0.494678,91.61052,0.29537174985,4,63
2067-09-27 22:00:03,0.5246554868,91.61052,0,24,126
2067-03-16 16:00:03,0.299774868,74.06808,0.32495840084,11,103
2068-04-09 01:00:03,0.4196848152,85.76304,0.08866100096,1,6
2067-01-31 21:00:03,0.149887434,61.39854,0.16247920042,7,54
2068-01-09 06:00:03,0.2248806188,39.95778,0.38403275081,1,15
2068-06-01 16:00:03,0.7045204076,50.67816,0.22155355039,138,448
2068-05-22 11:00:03,0.5846104604,76.01724,0.1919668994,39,187
2067-05-17 09:00:03,0.494678,46.77984,0.10340485045,30,177
2067-05-08 21:00:03,0.449662302,79.91556,0,24,83
2068-01-30 12:00:03,0.2697973812,90.63594,0,11,53
2068-06-30 12:00:03,0.7195586188,41.90694,0.1919668994,204,400
2068-05-25 01:00:03,0.4796397888,57.50022,0.08866100096,17,34
2068-01-17 09:00:03,0.194903132,90.63594,0.16247920042,12,185
2067-05-19 20:00:03,0.5996486716,62.37312,0.1919668994,57,221
2067-05-02 01:00:03,0.5097162112,97.458,0.08866100096,3,9
2067-12-10 04:00:03,0.2248806188,73.0935,0.13289254943,2,8
2067-03-27 23:00:03,0.299774868,59.44938,0.38403275081,14,12
2067-09-26 21:00:03,0.5246554868,66.27144,0.16247920042,20,182
2068-01-06 05:00:04,0.2548581056,73.0935,0.08866100096,1,11
2068-04-13 19:00:04,0.4647005132,22.41534,0.29537174985,116,298
2068-07-07 15:00:04,0.7644753812,29.2374,0.25104124937,118,288
2067-02-26 09:00:04,0.4047455396,15.59328,0.64981784967,19,38
2067-10-15 04:00:04,0.4196848152,91.61052,0.13289254943,4,8
2067-10-02 09:00:04,0.5696711848,80.89014,0,56,101
2067-04-16 10:00:04,0.3297523548,84.78846,0.13289254943,44,91
2068-07-08 01:00:04,0.689581132,68.2206,0.13289254943,13,82
2067-01-14 12:00:04,0.194903132,36.05946,0.25104124937,10,51
2067-02-01 16:00:04,0.344790566,40.93236,0,15,103
2068-07-02 18:00:04,0.6596036452,26.31366,0.44310710078,101,692
2068-01-07 03:00:04,0.4047455396,60.42396,0.28062790036,2,18
2068-06-18 04:00:04,0.5846104604,76.01724,0.13289254943,1,8
2067-07-07 00:00:04,0.6145879472,48.729,0.16247920042,16,40
2067-12-31 20:00:04,0.2697973812,54.57648,0.13289254943,6,20
2067-01-31 14:00:04,0.1349481584,44.83068,0.22155355039,3,44
2067-10-28 22:00:04,0.4196848152,52.62732,0.16247920042,25,90
2067-04-02 00:00:04,0.2398198944,37.03404,0.28062790036,4,26
2068-04-19 05:00:04,0.2848355924,59.44938,0.22155355039,1,22
2068-05-31 20:00:04,0.6145879472,67.24602,0.28062790036,56,344
2067-06-09 18:00:04,0.644565434,21.44076,0.38403275081,75,452
2067-05-23 19:00:04,0.539693698,80.89014,0.25104124937,37,273
2068-07-19 21:00:04,0.6596036452,46.77984,0.22155355039,45,330
2068-06-06 03:00:04,0.5546329736,85.76304,0.13289254943,1,6
2067-02-13 05:00:04,0.2548581056,58.4748,0.22155355039,1,2
2067-07-05 12:00:04,0.7644753812,45.80526,0.22155355039,42,162
2067-12-08 20:00:04,0.344790566,44.83068,0.10340485045,13,179
2067-07-06 07:00:04,0.644565434,52.62732,0.22155355039,19,319
2067-09-22 11:00:04,0.6296261584,63.3477,0.13289254943,40,121
2067-01-16 11:00:04,0.1199099472,38.9832,0.51692530024,3,48
2067-02-11 08:00:04,0.149887434,72.11892,0.13289254943,4,218
2068-07-03 17:00:04,0.644565434,27.28824,0.41352044979,105,797
2067-10-21 18:00:04,0.5097162112,38.00862,0.28062790036,63,362
2067-08-08 18:00:04,0.689581132,41.90694,0.1919668994,69,476
2067-11-29 20:00:04,0.449662302,97.458,0.22155355039,7,122
2067-03-31 15:00:04,0.2848355924,68.2206,0.25104124937,14,78
2068-03-15 02:00:04,0.449662302,61.39854,0.38403275081,7,6
2067-03-09 13:00:04,0.4796397888,24.3645,0,36,91
2068-02-20 12:00:04,0.2548581056,27.28824,0.32495840084,8,112
2067-03-16 00:00:04,0.2848355924,63.3477,0.08866100096,1,10
2068-03-12 17:00:04,0.2697973812,43.8561,0.29537174985,12,377
2067-01-17 10:00:05,0.1199099472,48.729,0.29537174985,1,32
2067-04-28 19:00:05,0.449662302,27.28824,0.28062790036,53,273
2068-04-26 03:00:05,0.4196848152,75.04266,0,2,4
2067-04-22 18:00:05,0.449662302,65.29686,0.38403275081,48,217
2067-08-13 00:00:05,0.5996486716,76.01724,0.1919668994,30,105
2067-08-24 07:00:05,0.6145879472,63.3477,0.08866100096,13,297
2067-08-11 05:00:05,0.6296261584,86.73762,0,4,18
2068-02-21 10:00:05,0.2697973812,58.4748,0.13289254943,9,91
2068-02-12 21:00:05,0.2848355924,54.57648,0.10340485045,7,61
2067-02-22 10:00:05,0.2098424076,26.31366,0.28062790036,6,48
2067-04-18 23:00:05,0.539693698,58.4748,0,17,39
2067-03-16 02:00:05,0.2697973812,50.67816,0.13289254943,2,2
2067-01-18 05:00:05,0.1798649208,53.6019,0.13289254943,1,7
2068-02-13 22:00:05,0.299774868,63.3477,0.13289254943,5,84
2068-03-15 19:00:05,0.6145879472,38.9832,0.44310710078,22,396
2068-06-03 15:00:05,0.7045204076,50.67816,0.28062790036,291,246
2068-04-21 18:00:05,0.6145879472,34.1103,0.22155355039,198,285
2067-01-12 15:00:05,0.2848355924,27.28824,0.1919668994,8,56
2067-05-29 14:00:05,0.5996486716,67.24602,0.1919668994,126,192
2067-09-06 08:00:05,0.6145879472,55.55106,0.13289254943,35,460
2067-04-29 08:00:05,0.3148130792,51.65274,0.25104124937,16,332
2068-03-08 15:00:05,0.6145879472,30.21198,0.25104124937,32,193
2068-02-08 23:00:05,0.449662302,61.39854,0.08866100096,23,76
2067-08-10 00:00:05,0.7344978944,47.75442,0.16247920042,12,33
2067-08-23 13:00:05,0.6745429208,46.77984,0.29537174985,46,148
2067-11-27 22:00:05,0.449662302,85.76304,0.08866100096,6,36
2067-07-15 20:00:05,0.5996486716,80.89014,0.16247920042,31,221
2067-02-19 09:00:05,0.1798649208,62.37312,0.13289254943,6,39
2067-05-20 17:00:05,0.494678,85.76304,0.16247920042,63,430
2068-03-28 15:00:05,0.5246554868,76.01724,0,69,176
2067-02-19 03:00:05,0.194903132,77.9664,0,4,8
2068-03-24 07:00:05,0.4047455396,97.458,0.13289254943,30,58
2067-08-12 02:00:05,0.6145879472,67.24602,0,6,15
2067-08-26 14:00:05,0.7195586188,53.6019,0.1919668994,79,143
2068-08-14 08:00:05,0.644565434,68.2206,0.16247920042,42,665
2067-07-19 13:00:05,0.794452868,45.80526,0.22155355039,33,105
2068-07-20 18:00:05,0.689581132,44.83068,0.1919668994,109,524
2068-03-26 15:00:05,0.6145879472,55.55106,0.22155355039,98,190
2068-06-18 01:00:05,0.6145879472,72.11892,0.16247920042,10,16
2067-01-09 15:00:05,0.3297523548,78.94098,0.16247920042,20,56
2067-01-26 15:00:05,0.4047455396,52.62732,0.28062790036,5,79
2067-05-09 14:00:06,0.5996486716,67.24602,0.22155355039,49,134
2068-03-18 05:00:06,0.2398198944,58.4748,0.16247920042,3,6
2068-04-14 21:00:06,0.4796397888,19.4916,0.1919668994,76,160
2067-09-15 08:00:06,0.539693698,91.61052,0.13289254943,8,189
2067-01-15 04:00:06,0.194903132,53.6019,0.16247920042,1,2
2068-05-23 14:00:06,0.644565434,40.93236,0.08866100096,43,222
2067-01-13 19:00:06,0.2548581056,53.6019,0.08866100096,4,110
2067-04-12 13:00:06,0.3297523548,61.39854,0.41352044979,6,52
2068-07-20 07:00:06,0.644565434,52.62732,0,28,354
2068-01-10 14:00:06,0.1199099472,41.90694,0.51692530024,8,73
2068-06-03 20:00:06,0.6745429208,53.6019,0.16247920042,169,225
2067-11-02 22:00:06,0.4647005132,85.76304,0.08866100096,24,113
2068-05-14 14:00:06,0.6145879472,48.729,0.35444609982,60,181
2067-08-23 15:00:06,0.7045204076,39.95778,0.29537174985,37,124
2067-12-05 13:00:06,0.539693698,54.57648,0,26,138
2067-09-29 01:00:06,0.5097162112,91.61052,0.08866100096,6,7
2067-01-10 05:00:06,0.1349481584,45.80526,0.28062790036,1,4
2068-07-08 07:00:06,0.689581132,68.2206,0,14,38
2068-05-21 14:00:06,0.5846104604,71.14434,0.25104124937,44,129
2067-09-15 10:00:06,0.5546329736,91.61052,0.10340485045,9,58
2068-04-07 01:00:06,0.4047455396,74.06808,0.1919668994,18,66
2067-10-21 05:00:06,0.5246554868,91.61052,0.16247920042,1,18
2067-02-07 05:00:06,0.1649256452,62.37312,0.28062790036,1,9
2068-06-15 19:00:06,0.644565434,29.2374,0.22155355039,96,461
2067-01-13 06:00:06,0.1649256452,61.39854,0.10340485045,1,37
2067-10-06 10:00:06,0.5996486716,63.3477,0.1919668994,25,104
2068-03-12 21:00:06,0.2248806188,36.05946,0.38403275081,5,117
2067-07-27 23:00:06,0.7344978944,73.0935,0.25104124937,27,74
2067-09-26 05:00:06,0.4796397888,75.04266,0.1919668994,3,27
2067-08-14 09:00:06,0.7344978944,73.0935,0.10340485045,83,103
2068-01-18 19:00:06,0.299774868,90.63594,0.22155355039,2,93
2068-04-10 13:00:06,0.5246554868,18.51702,0.25104124937,121,226
2067-08-26 07:00:06,0.5996486716,80.89014,0.08866100096,13,252
2067-06-07 23:00:06,0.689581132,76.99182,0.08866100096,16,47
2067-09-06 22:00:06,0.5996486716,59.44938,0,23,122
2067-10-13 17:00:06,0.5246554868,50.67816,0.13289254943,64,506
2068-01-21 07:00:06,0.149887434,48.729,0.13289254943,1,25
2068-03-07 12:00:06,0.299774868,90.63594,0.32495840084,2,70
2067-10-12 06:00:06,0.4347230264,79.91556,0.10340485045,6,113
2068-04-07 05:00:06,0.4047455396,79.91556,0.22155355039,1,6
2068-03-28 05:00:06,0.4796397888,85.76304,0.13289254943,5,36
2068-08-01 11:00:06,0.6596036452,32.16114,0,80,203
2067-04-21 02:00:06,0.344790566,74.06808,0.13289254943,1,4
2068-02-24 02:00:06,0.3148130792,90.63594,0.10340485045,2,12
2067-05-03 20:00:06,0.5996486716,71.14434,0.35444609982,36,200
2068-06-17 21:00:06,0.6745429208,60.42396,0.16247920042,84,171
2067-02-26 11:00:06,0.4347230264,15.59328,0.57599965021,48,77
2067-07-10 17:00:06,0.7344978944,47.75442,0.84178474907,182,178
2068-06-07 21:00:06,0.6296261584,42.88152,0.16247920042,42,319
2068-01-08 14:00:06,0.4347230264,52.62732,0.29537174985,121,148
2067-01-17 07:00:06,0.1199099472,48.729,0.22155355039,3,76
2067-08-10 15:00:06,0.6596036452,76.99182,0.13289254943,32,88
2068-06-12 16:00:07,0.6145879472,41.90694,0.1919668994,92,383
2067-05-14 14:00:07,0.6145879472,34.1103,0.16247920042,144,236
2067-10-10 05:00:07,0.3597298416,74.06808,0.10340485045,5,18
2067-06-26 02:00:07,0.6296261584,72.11892,0.08866100096,14,60
2067-10-09 07:00:07,0.3297523548,74.06808,0.1919668994,6,25
2068-05-14 10:00:07,0.494678,75.04266,0.1919668994,63,129
2068-04-23 02:00:07,0.5996486716,62.37312,0.25104124937,6,10
2068-03-30 07:00:07,0.4796397888,90.63594,0.13289254943,29,319
2068-03-23 01:00:07,0.4196848152,79.91556,0.32495840084,5,23
2067-03-03 07:00:07,0.194903132,70.16976,0.1919668994,1,105
2068-01-07 12:00:07,0.494678,38.00862,0.29537174985,94,181
2067-01-22 11:00:07,0.194903132,53.6019,0.22155355039,19,55
2067-10-13 19:00:07,0.494678,57.50022,0.10340485045,39,306
2067-05-26 13:00:07,0.539693698,62.37312,0.25104124937,45,140
2068-04-23 05:00:07,0.5097162112,75.04266,0.22155355039,5,35
2067-06-29 06:00:07,0.5996486716,80.89014,0,13,111
2068-03-13 05:00:07,0.1798649208,49.70358,0.22155355039,1,26
2067-02-01 13:00:07,0.2697973812,54.57648,0.13289254943,22,73
2068-03-18 09:00:07,0.2548581056,58.4748,0.22155355039,21,71
2068-08-07 18:00:07,0.689581132,53.6019,0.28062790036,100,759
2067-07-18 16:00:07,0.839468566,54.57648,0.38403275081,58,183
2068-04-28 21:00:07,0.4796397888,79.91556,0.38403275081,21,83
2068-05-30 10:00:07,0.5846104604,76.01724,0.08866100096,53,140
2068-08-16 17:00:07,0.7495361056,35.08488,0.25104124937,112,700
2068-06-22 09:00:07,0.5996486716,63.3477,0.16247920042,59,309
2067-06-09 13:00:07,0.6745429208,23.38992,0.35444609982,36,169
2067-10-10 12:00:07,0.4047455396,69.19518,0.13289254943,30,119
2067-12-01 17:00:07,0.4647005132,32.16114,0.10340485045,35,41
2068-04-04 04:00:07,0.3297523548,41.90694,0.29537174985,2,1
2068-01-10 00:00:07,0.194903132,49.70358,0.25104124937,1,14
2067-05-22 06:00:07,0.494678,97.458,0.13289254943,4,15
2067-12-28 23:00:07,0.4796397888,85.76304,0.1919668994,1,55
2068-01-02 21:00:07,0.299774868,68.2206,0,11,40
2068-04-12 20:00:07,0.4347230264,39.95778,0.1919668994,34,280
2067-04-20 19:00:07,0.4347230264,60.42396,0.25104124937,16,161
2068-08-01 17:00:07,0.689581132,30.21198,0,131,784
2067-09-19 09:00:07,0.5996486716,67.24602,0,22,156
2067-06-15 19:00:07,0.794452868,57.50022,0.13289254943,62,324
2068-05-12 04:00:07,0.5246554868,85.76304,0.10340485045,1,10
2067-05-28 08:00:07,0.5246554868,66.27144,0.28062790036,30,98
2067-10-13 21:00:07,0.449662302,85.76304,0.08866100096,35,162
2068-04-05 07:00:07,0.449662302,49.70358,0.35444609982,15,354
2067-05-06 03:00:07,0.449662302,57.50022,0.08866100096,2,5
2067-10-02 03:00:07,0.5097162112,91.61052,0,21,40
2067-06-24 11:00:07,0.6296261584,67.24602,0.25104124937,44,139
2067-05-10 21:00:07,0.6145879472,59.44938,0.44310710078,43,184
2068-03-14 11:00:07,0.4196848152,37.03404,0.29537174985,34,129
2068-04-23 03:00:07,0.539693698,66.27144,0.1919668994,4,6
2068-07-18 11:00:08,0.7045204076,56.52564,0.13289254943,57,174
2067-10-10 08:00:08,0.3597298416,69.19518,0.10340485045,14,360
2067-09-12 01:00:08,0.6296261584,76.99182,0.10340485045,20,36
2068-02-02 20:00:08,0.4047455396,79.91556,0.13289254943,9,217
2068-03-11 21:00:08,0.2697973812,35.08488,0.22155355039,10,71
2067-02-28 16:00:08,0.2398198944,73.0935,0.41352044979,9,49
2068-05-16 08:00:08,0.5546329736,80.89014,0.13289254943,29,595
2067-05-11 12:00:08,0.4347230264,60.42396,0.35444609982,20,106
2067-11-10 09:00:08,0.344790566,78.94098,0.1919668994,10,156
2067-09-24 02:00:08,0.449662302,79.91556,0.08866100096,19,62
2067-02-18 11:00:08,0.2248806188,45.80526,0.13289254943,13,53
2068-07-30 21:00:08,0.7045204076,60.42396,0.1919668994,46,252
2067-03-10 00:00:08,0.194903132,29.2374,0.45785095027,4,11
2067-12-09 18:00:08,0.4047455396,48.729,0,11,363
2068-05-03 09:00:08,0.449662302,85.76304,0.16247920042,13,190
2067-04-21 18:00:08,0.5246554868,29.2374,0,48,291
2068-01-16 21:00:08,0.2548581056,90.63594,0,2,79
2067-09-17 05:00:08,0.539693698,91.61052,0.13289254943,3,7
2067-09-19 11:00:08,0.644565434,56.52564,0.1919668994,35,132
2067-01-13 07:00:08,0.2248806188,57.50022,0,1,96
2067-01-23 23:00:08,0.2248806188,38.9832,0.10340485045,1,19
2068-06-22 18:00:08,0.644565434,38.00862,0.22155355039,122,573
2067-05-22 03:00:08,0.494678,97.458,0,12,22
2068-06-22 12:00:08,0.6296261584,43.8561,0.16247920042,112,293
2067-07-14 14:00:08,0.7795135924,39.95778,0.25104124937,40,122
2068-04-18 07:00:08,0.2848355924,50.67816,0.13289254943,19,304
2068-06-28 20:00:08,0.7795135924,42.88152,0.1919668994,80,358
2067-04-21 06:00:08,0.344790566,74.06808,0.10340485045,5,67
2067-02-04 03:00:08,0.2248806188,73.0935,0.10340485045,2,1
2068-07-07 23:00:08,0.7344978944,60.42396,0.08866100096,34,120
2068-05-22 05:00:08,0.5246554868,91.61052,0.22155355039,1,9
2067-07-13 07:00:08,0.689581132,76.99182,0,25,289
2067-12-13 00:00:08,0.4796397888,75.04266,0.29537174985,4,26
2067-12-13 14:00:08,0.4647005132,97.458,0.22155355039,7,70
2068-01-15 14:00:08,0.4047455396,38.9832,0.1919668994,76,254
2067-03-16 21:00:08,0.299774868,90.63594,0.32495840084,11,53
2068-06-09 08:00:08,0.5097162112,62.37312,0.16247920042,31,181
2068-05-15 20:00:08,0.5996486716,67.24602,0.28062790036,41,263
2067-01-28 23:00:08,0.045015698,37.03404,0.32495840084,1,28
2067-09-04 11:00:08,0.644565434,56.52564,0.38403275081,60,179
